20260301 170000;1.341410;1.341680;1.341280;1.341290;0
20260301 170100;1.341290;1.341350;1.340690;1.340700;0
20260301 170200;1.340700;1.340700;1.340410;1.340560;0
20260301 170300;1.340610;1.340610;1.340600;1.340600;0
20260301 170400;1.340600;1.340620;1.340600;1.340620;0
20260301 170500;1.340580;1.340600;1.340580;1.340580;0
20260301 170600;1.340600;1.340910;1.340490;1.340710;0
20260301 170700;1.340750;1.341340;1.340750;1.340790;0
20260301 170800;1.340780;1.341070;1.340710;1.341050;0
20260301 170900;1.341610;1.341610;1.340700;1.340740;0
20260301 171000;1.340740;1.341070;1.340740;1.341060;0
20260301 171100;1.341060;1.341080;1.340920;1.341080;0
20260301 171200;1.341100;1.341100;1.340930;1.341090;0
20260301 171300;1.341080;1.341090;1.341060;1.341090;0
20260301 171400;1.341100;1.341100;1.340990;1.341090;0
20260301 171500;1.341080;1.341100;1.341080;1.341090;0
20260301 171600;1.341100;1.341100;1.340710;1.341100;0
20260301 171700;1.341090;1.341090;1.341090;1.341090;0
20260301 171800;1.341080;1.341080;1.341080;1.341080;0
20260301 171900;1.341060;1.341060;1.341040;1.341050;0
20260301 172000;1.340910;1.340920;1.340730;1.340770;0
20260301 172100;1.340750;1.340770;1.340580;1.340580;0
20260301 172200;1.340580;1.340760;1.340300;1.340500;0
20260301 172300;1.340490;1.340720;1.340390;1.340590;0
20260301 172400;1.340660;1.340660;1.340550;1.340630;0
20260301 172500;1.340620;1.340630;1.340590;1.340630;0
20260301 172600;1.340620;1.340650;1.340620;1.340640;0
20260301 172700;1.340640;1.340660;1.340460;1.340640;0
20260301 172800;1.340630;1.340650;1.340620;1.340640;0
20260301 172900;1.340630;1.340910;1.340620;1.340900;0
20260301 173000;1.340880;1.341110;1.340880;1.341090;0
20260301 173100;1.341070;1.341260;1.341070;1.341260;0
20260301 173200;1.341250;1.341310;1.341140;1.341290;0
20260301 173300;1.341310;1.341320;1.341080;1.341180;0
20260301 173400;1.341100;1.341230;1.341080;1.341200;0
20260301 173500;1.341220;1.341260;1.341220;1.341250;0
20260301 173600;1.341270;1.341280;1.341210;1.341210;0
20260301 173700;1.341190;1.341200;1.341060;1.341180;0
20260301 173800;1.341200;1.341200;1.341180;1.341190;0
20260301 173900;1.341170;1.341400;1.341170;1.341310;0
20260301 174000;1.341300;1.341740;1.341280;1.341440;0
20260301 174100;1.341460;1.341650;1.341420;1.341620;0
20260301 174200;1.341610;1.341710;1.341580;1.341620;0
20260301 174300;1.341640;1.341650;1.341590;1.341650;0
20260301 174400;1.341650;1.341660;1.341650;1.341650;0
20260301 174500;1.341660;1.341660;1.341640;1.341660;0
20260301 174600;1.341680;1.341690;1.341490;1.341500;0
20260301 174700;1.341410;1.341520;1.341180;1.341320;0
20260301 174800;1.341280;1.341530;1.341170;1.341480;0
20260301 174900;1.341490;1.341620;1.341230;1.341560;0
20260301 175000;1.341570;1.341610;1.341380;1.341390;0
20260301 175100;1.341420;1.341490;1.341390;1.341470;0
20260301 175200;1.341470;1.341470;1.341410;1.341410;0
20260301 175300;1.341420;1.341470;1.341400;1.341400;0
20260301 175400;1.341410;1.341700;1.341390;1.341400;0
20260301 175500;1.341400;1.341650;1.341400;1.341410;0
20260301 175600;1.341630;1.341760;1.341490;1.341490;0
20260301 175700;1.341490;1.341500;1.341400;1.341500;0
20260301 175800;1.341500;1.341710;1.341270;1.341280;0
20260301 175900;1.341300;1.341590;1.341270;1.341410;0
20260301 180000;1.341410;1.341830;1.341140;1.341700;0
20260301 180100;1.341700;1.342070;1.341670;1.341940;0
20260301 180200;1.341950;1.342010;1.341750;1.341930;0
20260301 180300;1.341910;1.342020;1.341510;1.341570;0
20260301 180400;1.341570;1.341780;1.341470;1.341670;0
20260301 180500;1.341750;1.341820;1.341620;1.341780;0
20260301 180600;1.341800;1.341880;1.341780;1.341810;0
20260301 180700;1.341820;1.342100;1.341820;1.341930;0
20260301 180800;1.341960;1.343270;1.341910;1.343140;0
20260301 180900;1.343140;1.343540;1.343060;1.343380;0
20260301 181000;1.343370;1.343520;1.343150;1.343210;0
20260301 181100;1.343220;1.343390;1.343070;1.343070;0
20260301 181200;1.343060;1.343190;1.342870;1.343020;0
20260301 181300;1.343010;1.343110;1.342750;1.342860;0
20260301 181400;1.342850;1.342860;1.342240;1.342640;0
20260301 181500;1.342620;1.342680;1.342280;1.342420;0
20260301 181600;1.342440;1.342700;1.342320;1.342620;0
20260301 181700;1.342650;1.342900;1.342600;1.342660;0
20260301 181800;1.342680;1.342790;1.342530;1.342590;0
20260301 181900;1.342590;1.342630;1.342210;1.342250;0
20260301 182000;1.342260;1.342300;1.341950;1.342080;0
20260301 182100;1.342090;1.342290;1.342070;1.342100;0
20260301 182200;1.342100;1.342220;1.341770;1.341820;0
20260301 182300;1.341710;1.341800;1.341280;1.341780;0
20260301 182400;1.341790;1.342060;1.341620;1.341620;0
20260301 182500;1.341680;1.341790;1.341270;1.341650;0
20260301 182600;1.341670;1.341930;1.341470;1.341600;0
20260301 182700;1.341570;1.341720;1.341520;1.341630;0
20260301 182800;1.341670;1.341730;1.341410;1.341590;0
20260301 182900;1.341580;1.341610;1.340820;1.340950;0
20260301 183000;1.340980;1.341040;1.340640;1.340980;0
20260301 183100;1.340970;1.340970;1.340520;1.340560;0
