entry_time,direction,r,exit_reason
2015-04-29 07:00:00+00:00,1,1.9607843137252734,TP
2015-04-30 07:00:00+00:00,1,1.9817073170730763,TP
2015-05-01 07:00:00+00:00,1,-1.0927152317880646,SL
2015-05-05 12:15:00+00:00,1,1.9862385321102227,TP
2015-05-06 07:00:00+00:00,1,-1.0886075949366942,SL
2015-05-07 07:00:00+00:00,1,1.9735099337749797,TP
2015-05-08 12:15:00+00:00,1,-1.1206030150753699,SL
2015-05-12 09:15:00+00:00,1,-1.0624999999999947,SL
2015-05-13 07:00:00+00:00,1,-1.0945945945945919,SL
2015-05-14 07:00:00+00:00,1,-0.07486631016042039,SL
2015-05-15 07:00:00+00:00,1,-1.0828402366863745,SL
2015-05-18 07:00:00+00:00,1,-1.102941176470578,SL
2015-05-20 07:00:00+00:00,-1,-1.0736842105263096,SL
2015-05-21 07:00:00+00:00,-1,-1.0864197530864035,SL
2015-05-22 12:15:00+00:00,-1,1.9842105263157073,TP
2015-05-25 07:00:00+00:00,-1,1.9674796747971048,TP
2015-05-26 07:00:00+00:00,-1,-1.0927152317880782,SL
2015-05-27 07:00:00+00:00,-1,-0.08536585365853695,SL
2015-06-01 08:15:00+00:00,-1,-0.07909604519773168,SL
2015-06-03 07:00:00+00:00,1,-1.0725388601036216,SL
2015-06-04 07:00:00+00:00,1,1.9729729729726757,TP
2015-06-08 07:15:00+00:00,1,-0.057142857142851174,SL
2015-06-09 07:00:00+00:00,1,-1.0669856459330116,SL
2015-06-10 07:15:00+00:00,1,1.9837398373981943,TP
2015-06-18 07:00:00+00:00,1,1.98101265822761,TP
2015-06-19 13:15:00+00:00,1,-0.06666666666666171,SL
2015-06-22 07:00:00+00:00,1,-1.1102362204724423,SL
2015-06-24 07:00:00+00:00,-1,-1.0804597701149328,SL
2015-06-30 07:00:00+00:00,-1,-1.079545454545449,SL
2015-07-02 07:00:00+00:00,-1,1.9606299212599623,TP
2015-07-03 12:15:00+00:00,-1,-0.12173913043477469,SL
2015-07-07 10:15:00+00:00,-1,-0.06999999999999443,SL
2015-07-08 10:15:00+00:00,-1,-0.0642201834862314,SL
2015-07-09 07:15:00+00:00,-1,1.9786096256684496,TP
2015-07-14 07:00:00+00:00,-1,-1.0818713450292285,SL
2015-07-16 07:00:00+00:00,-1,1.9650349650349201,TP
2015-07-17 07:00:00+00:00,-1,-1.1346153846153544,SL
2015-07-20 07:00:00+00:00,-1,-1.152173913043461,SL
2015-07-21 07:00:00+00:00,-1,-1.1386138613861034,SL
2015-07-22 13:15:00+00:00,-1,1.9830508474575392,TP
2015-07-27 07:00:00+00:00,1,1.9712230215827338,TP
2015-07-28 07:00:00+00:00,1,-0.11666666666667033,SL
2015-07-29 08:15:00+00:00,1,-0.10769230769231108,SL
2015-07-31 07:00:00+00:00,-1,1.9621212121213305,TP
2015-08-05 07:00:00+00:00,-1,1.9663865546218495,TP
2015-08-06 07:15:00+00:00,-1,1.9646017699113103,TP
2015-08-07 12:15:00+00:00,-1,-1.2105263157894695,SL
2015-08-11 07:15:00+00:00,1,1.9835164835166408,TP
2015-08-12 08:15:00+00:00,1,1.9793814432989696,TP
2015-08-13 07:00:00+00:00,1,-1.0945945945945919,SL
2015-08-19 07:00:00+00:00,1,-1.1458333333333446,SL
2015-08-20 07:00:00+00:00,1,-1.1186440677965825,SL
2015-08-21 07:00:00+00:00,1,-1.0979020979021026,SL
2015-08-24 07:00:00+00:00,1,-0.058333333333329775,SL
2015-08-26 07:00:00+00:00,1,-1.0630630630630613,SL
2015-09-01 11:15:00+00:00,-1,-0.06763285024154005,SL
2015-09-02 07:15:00+00:00,-1,-0.08695652173912957,SL
2015-09-03 07:00:00+00:00,-1,-1.1372549019607707,SL
2015-09-04 07:00:00+00:00,-1,-1.1272727272727057,SL
2015-09-10 09:15:00+00:00,-1,-0.08187134502922852,SL
2015-09-11 07:00:00+00:00,1,1.9732142857141464,TP
2015-09-14 07:00:00+00:00,1,-1.132075471698123,SL
2015-09-16 14:15:00+00:00,1,-0.08092485549132268,SL
2015-09-17 07:15:00+00:00,1,1.9701492537311802,TP
2015-09-18 07:00:00+00:00,1,1.9586776859505401,TP
2015-09-22 07:00:00+00:00,-1,-1.128440366972463,SL
2015-09-23 07:00:00+00:00,-1,-1.1176470588235177,SL
2015-09-25 07:00:00+00:00,-1,1.9758064516131333,TP
2015-09-30 15:15:00+00:00,-1,-0.06896551724136715,SL
2015-10-02 08:15:00+00:00,-1,-0.23300970873782315,SL
2015-10-05 07:15:00+00:00,1,1.9672131147535583,TP
2015-10-07 07:00:00+00:00,1,-1.1443298969071847,SL
2015-10-08 10:15:00+00:00,1,-1.0921052631578896,SL
2015-10-09 07:00:00+00:00,1,1.9673913043478986,TP
2015-10-13 07:00:00+00:00,1,1.9583333333337896,TP
2015-10-14 07:00:00+00:00,1,1.9545454545454541,TP
2015-10-15 07:00:00+00:00,1,-1.1428571428571344,SL
2015-10-20 09:15:00+00:00,1,1.975000000000237,TP
2015-10-22 12:15:00+00:00,-1,1.9687499999999987,TP
2015-10-23 07:00:00+00:00,-1,-0.10769230769231108,SL
2015-10-26 08:00:00+00:00,-1,-1.147368421052619,SL
2015-10-29 08:00:00+00:00,-1,-1.118644067796605,SL
2015-11-02 09:15:00+00:00,-1,-0.09271523178807829,SL
2015-11-03 13:15:00+00:00,-1,1.9586776859505401,TP
2015-11-04 08:00:00+00:00,-1,1.969696969696813,TP
2015-11-05 08:00:00+00:00,-1,-1.1428571428571344,SL
2015-11-09 08:00:00+00:00,-1,-1.128440366972463,SL
2015-11-10 08:00:00+00:00,-1,1.9450549450551151,TP
2015-11-11 08:15:00+00:00,-1,-0.11666666666664875,SL
2015-11-12 10:15:00+00:00,-1,-1.079545454545449,SL
2015-11-13 08:15:00+00:00,-1,-0.12962962962962304,SL
2015-11-17 08:00:00+00:00,-1,-0.12280701754385873,SL
2015-11-18 11:15:00+00:00,-1,-0.1284403669724628,SL
2015-11-23 08:00:00+00:00,-1,-1.129629629629623,SL
2015-11-25 13:15:00+00:00,-1,-0.07486631016042039,SL
2015-11-27 14:15:00+00:00,-1,-1.1261261261261226,SL
2015-12-02 10:15:00+00:00,-1,-1.1129032258064309,SL
2015-12-03 09:15:00+00:00,-1,1.9494949494948857,TP
2015-12-04 08:00:00+00:00,1,-0.07567567567567351,SL
2015-12-08 15:15:00+00:00,1,-1.079545454545449,SL
2015-12-09 08:00:00+00:00,1,1.9642857142857146,TP
2015-12-10 08:00:00+00:00,1,-1.1666666666666632,SL
2015-12-11 08:00:00+00:00,1,-0.152173913043461,SL
2015-12-15 08:00:00+00:00,1,-1.109374999999996,SL
2015-12-22 08:00:00+00:00,1,-1.1573033707864941,SL
2015-12-24 08:00:00+00:00,1,1.9418604651167097,TP
2015-12-31 13:15:00+00:00,-1,-1.1166666666666487,SL
2016-01-04 13:15:00+00:00,-1,1.9710982658959162,TP
2016-01-05 08:00:00+00:00,-1,1.9494949494948857,TP
2016-01-06 08:00:00+00:00,-1,-1.1147540983606468,SL
2016-01-07 08:00:00+00:00,-1,-1.0979020979020875,SL
2016-01-13 08:00:00+00:00,-1,-1.1176470588235177,SL
2016-01-14 08:00:00+00:00,-1,-1.1261261261260973,SL
2016-01-15 14:15:00+00:00,1,-0.05761316872427164,SL
2016-01-20 08:00:00+00:00,1,1.9626865671639677,TP
2016-01-22 08:00:00+00:00,-1,-1.109374999999977,SL
2016-01-26 09:15:00+00:00,-1,-0.11199999999997368,SL
2016-01-28 08:00:00+00:00,1,1.9569892473120611,TP
2016-01-29 10:15:00+00:00,1,-1.0799999999999976,SL
2016-02-01 08:00:00+00:00,-1,-1.1707317073170507,SL
2016-02-02 08:00:00+00:00,1,1.970000000000284,TP
2016-02-03 08:00:00+00:00,1,-0.152173913043461,SL
2016-02-04 08:00:00+00:00,1,1.9745762711864954,TP
2016-02-05 08:00:00+00:00,1,-1.1217391304347746,SL
2016-02-08 08:00:00+00:00,1,1.9662921348312872,TP
2016-02-09 08:00:00+00:00,1,-0.08750000000000276,SL
2016-02-10 08:00:00+00:00,1,-0.1206896551723991,SL
2016-02-11 11:15:00+00:00,1,-0.060606060606054946,SL
2016-02-12 09:15:00+00:00,1,-0.08284023668637464,SL
2016-02-17 08:00:00+00:00,-1,1.963302752293579,TP
2016-02-18 11:15:00+00:00,-1,1.95327102803712,TP
2016-02-22 09:15:00+00:00,-1,1.9699999999998465,TP
2016-02-23 08:00:00+00:00,-1,-1.1228070175438587,SL
2016-02-24 08:00:00+00:00,-1,-1.128440366972463,SL
2016-02-29 08:00:00+00:00,-1,1.960784313725491,TP
2016-03-01 08:00:00+00:00,-1,-0.12173913043477469,SL
2016-03-02 08:00:00+00:00,-1,-1.159090909090898,SL
2016-03-07 13:15:00+00:00,1,1.967479674796569,TP
2016-03-08 08:00:00+00:00,1,-1.159090909090898,SL
2016-03-09 15:15:00+00:00,1,1.9736842105263153,TP
2016-03-11 08:00:00+00:00,1,-1.0752688172042961,SL
2016-03-17 08:00:00+00:00,1,1.9735099337749797,TP
2016-03-18 08:00:00+00:00,1,-1.1119999999999737,SL
2016-03-29 13:15:00+00:00,1,-1.0853658536585253,SL
2016-03-30 07:00:00+00:00,1,1.9560439560439544,TP
2016-03-31 07:00:00+00:00,1,1.9569892473115937,TP
2016-04-01 07:00:00+00:00,1,-1.159090909090898,SL
2016-04-06 13:15:00+00:00,1,-0.08045977011493274,SL
2016-04-08 08:15:00+00:00,1,-0.1060606060605987,SL
2016-04-11 07:00:00+00:00,1,-1.147368421052619,SL
2016-04-13 15:15:00+00:00,-1,1.9780219780220993,TP
2016-04-15 07:00:00+00:00,-1,-0.16470588235292485,SL
2016-04-22 13:15:00+00:00,-1,1.9741935483872393,TP
2016-04-29 07:00:00+00:00,1,1.9642857142857901,TP
2016-05-03 07:00:00+00:00,1,1.9734513274334915,TP
2016-05-04 11:15:00+00:00,1,1.9795918367345886,TP
2016-05-13 07:00:00+00:00,-1,-0.16867469879519054,SL
2016-05-19 07:00:00+00:00,-1,-0.15384615384614742,SL
2016-05-24 14:15:00+00:00,-1,-1.1102362204724232,SL
2016-06-02 13:15:00+00:00,-1,1.9775280898877639,TP
2016-06-06 07:00:00+00:00,1,1.950617283950616,TP
2016-06-07 07:00:00+00:00,1,1.9545454545454541,TP
2016-06-08 14:15:00+00:00,1,-1.120689655172399,SL
2016-06-09 07:00:00+00:00,1,-1.1728395061728307,SL
2016-06-13 10:15:00+00:00,-1,-1.129629629629623,SL
2016-06-14 08:15:00+00:00,-1,1.961165048543477,TP
2016-06-15 07:00:00+00:00,-1,-0.1399999999999733,SL
2016-06-16 09:15:00+00:00,-1,1.9799999999998963,TP
2016-06-17 07:00:00+00:00,-1,-1.1102362204724423,SL
2016-06-20 07:00:00+00:00,1,-0.11570247933881901,SL
2016-06-21 07:00:00+00:00,1,-1.1686746987951455,SL
2016-06-22 09:15:00+00:00,1,1.95412844036671,TP
2016-06-23 07:00:00+00:00,1,-1.112903225806451,SL
2016-06-27 07:00:00+00:00,-1,-1.0583333333333298,SL
2016-07-05 14:15:00+00:00,-1,1.977142857142983,TP
2016-07-06 07:00:00+00:00,-1,-1.1052631578947245,SL
2016-07-14 09:15:00+00:00,1,-1.1007194244604075,SL
2016-07-15 07:00:00+00:00,1,1.9716981132074012,TP
2016-07-18 07:00:00+00:00,-1,-0.16470588235292485,SL
2016-07-19 12:15:00+00:00,-1,1.9752066115699385,TP
2016-07-20 07:00:00+00:00,-1,-1.1346153846153544,SL
2016-07-21 08:15:00+00:00,-1,-0.13333333333332342,SL
2016-07-28 07:15:00+00:00,1,-0.13333333333332342,SL
2016-07-29 07:00:00+00:00,1,-0.1372549019607707,SL
2016-08-12 13:15:00+00:00,1,-1.0933333333333226,SL
2016-08-16 07:00:00+00:00,1,1.9494949494948857,TP
2016-08-17 07:00:00+00:00,1,-0.16867469879519054,SL
2016-08-18 07:00:00+00:00,1,-0.13333333333332342,SL
2016-08-22 13:15:00+00:00,1,1.9680851063832827,TP
2016-08-25 10:15:00+00:00,1,-1.16279069767439,SL
2016-08-31 07:00:00+00:00,-1,-1.1686746987951455,SL
2016-09-01 09:15:00+00:00,-1,-1.1505376344085745,SL
2016-09-07 07:00:00+00:00,1,-1.1573033707864941,SL
2016-09-15 09:15:00+00:00,1,-0.14736842105258455,SL
2016-09-20 10:15:00+00:00,-1,-0.1538461538461099,SL
2016-09-21 07:00:00+00:00,-1,-1.1505376344085745,SL
2016-09-23 08:15:00+00:00,1,-1.1728395061728307,SL
2016-09-28 12:15:00+00:00,1,-0.13207547169809522,SL
2016-09-30 09:15:00+00:00,-1,-0.10852713178293608,SL
2016-10-05 14:15:00+00:00,-1,-1.109374999999996,SL
2016-10-06 14:15:00+00:00,-1,1.9636363636361651,TP
2016-10-07 07:00:00+00:00,-1,-1.1443298969071847,SL
2016-10-10 09:15:00+00:00,-1,1.964705882353019,TP
2016-10-12 07:00:00+00:00,-1,-0.15053763440861048,SL
2016-10-14 09:15:00+00:00,-1,-0.152173913043461,SL
2016-10-18 11:15:00+00:00,-1,-0.24742268041231338,SL
2016-10-21 13:15:00+00:00,-1,-0.1308411214953285,SL
2016-11-03 08:00:00+00:00,1,-1.159090909090898,SL
2016-11-10 08:00:00+00:00,-1,-1.107692307692311,SL
2016-11-11 08:00:00+00:00,-1,1.9739130434783176,TP
2016-11-14 08:00:00+00:00,-1,1.9756097560976944,TP
2016-11-15 08:00:00+00:00,-1,-1.128440366972463,SL
2016-11-16 15:15:00+00:00,-1,1.9742268041239044,TP
2016-11-17 16:15:00+00:00,-1,1.9816513761469916,TP
2016-11-18 08:00:00+00:00,-1,-0.0965517241379119,SL
2016-11-21 14:15:00+00:00,-1,-0.08284023668638552,SL
2016-11-23 16:15:00+00:00,-1,-0.0689655172413747,SL
2016-11-24 08:00:00+00:00,-1,-1.108527131782936,SL
2016-11-28 11:15:00+00:00,-1,1.9772727272727766,TP
2016-11-30 14:15:00+00:00,-1,-0.06451612903225283,SL
2016-12-01 08:15:00+00:00,-1,-0.11570247933884024,SL
2016-12-02 08:00:00+00:00,1,-1.145833333333311,SL
2016-12-05 08:00:00+00:00,-1,-1.0657276995305054,SL
2016-12-06 08:00:00+00:00,1,-0.1228070175438348,SL
2016-12-08 08:00:00+00:00,1,1.9684210526314145,TP
2016-12-09 13:15:00+00:00,-1,-1.0886075949366942,SL
2016-12-12 08:00:00+00:00,-1,-1.1386138613861339,SL
2016-12-13 09:15:00+00:00,-1,-0.11666666666664875,SL
2016-12-14 08:15:00+00:00,-1,1.9504950495051032,TP
2016-12-15 08:00:00+00:00,-1,-1.081395348837195,SL
2016-12-16 08:00:00+00:00,-1,1.9646017699113103,TP
2016-12-20 08:00:00+00:00,-1,-0.12612612612612253,SL
2016-12-23 13:15:00+00:00,-1,1.946236559140185,TP
2016-12-30 08:00:00+00:00,1,1.975308641975445,TP
2017-01-02 08:00:00+00:00,1,-1.0999999999999872,SL
2017-01-03 12:15:00+00:00,-1,-1.0828402366863854,SL
2017-01-04 08:00:00+00:00,-1,-1.1308411214953014,SL
2017-01-05 08:00:00+00:00,1,-1.071065989847709,SL
2017-01-06 08:00:00+00:00,1,-0.12389380530974084,SL
2017-01-10 08:00:00+00:00,1,-0.10526315789472433,SL
2017-01-12 08:00:00+00:00,1,1.9806451612903642,TP
2017-01-13 08:00:00+00:00,1,1.9727272727269312,TP
2017-01-17 08:00:00+00:00,1,-0.10769230769229268,SL
2017-01-18 08:00:00+00:00,1,1.9595959595957373,TP
2017-01-19 09:15:00+00:00,1,-0.2181818181818222,SL
2017-01-20 08:00:00+00:00,1,-1.129629629629623,SL
2017-01-23 08:00:00+00:00,1,-1.120689655172399,SL
2017-01-24 08:00:00+00:00,1,-0.1272727272727056,SL
2017-01-31 13:15:00+00:00,1,1.9844559585492565,TP
2017-02-01 08:00:00+00:00,1,1.9512195121948537,TP
2017-02-02 08:00:00+00:00,1,1.9680851063825813,TP
2017-02-07 09:15:00+00:00,-1,-1.1138211382113674,SL
2017-02-08 08:00:00+00:00,-1,-0.16091954022984495,SL
2017-02-10 14:15:00+00:00,-1,-1.1308411214953284,SL
2017-02-14 16:15:00+00:00,-1,1.9759036144578312,TP
2017-02-22 08:00:00+00:00,-1,-0.15053763440857454,SL
2017-02-23 08:00:00+00:00,-1,-1.1308411214953284,SL
2017-02-24 14:15:00+00:00,-1,1.9714285714284143,TP
2017-03-01 11:15:00+00:00,-1,1.9658119658121522,TP
2017-03-06 09:15:00+00:00,1,-1.1166666666666487,SL
2017-03-13 08:00:00+00:00,1,-1.1538461538461475,SL
2017-03-16 08:00:00+00:00,1,-1.128440366972463,SL
2017-03-21 10:15:00+00:00,1,1.9729729729730305,TP
2017-03-24 09:15:00+00:00,1,-0.14141414141412367,SL
2017-03-30 08:15:00+00:00,-1,-1.152173913043461,SL
2017-04-06 07:15:00+00:00,-1,-0.13592233009706528,SL
2017-04-13 11:15:00+00:00,-1,1.9512195121951246,TP
2017-04-24 07:00:00+00:00,1,-0.07567567567567351,SL
2017-04-25 07:00:00+00:00,1,-0.1590909090908579,SL
2017-04-26 07:00:00+00:00,1,-1.1666666666666632,SL
2017-05-02 09:15:00+00:00,1,-1.145833333333311,SL
2017-05-08 07:00:00+00:00,1,-1.1138211382113674,SL
2017-05-17 07:00:00+00:00,1,-1.1414141414141237,SL
2017-05-18 07:00:00+00:00,1,-0.1308411214953285,SL
2017-05-22 07:00:00+00:00,1,-1.1573033707864941,SL
2017-05-23 07:00:00+00:00,1,1.9684210526314145,TP
2017-05-24 12:15:00+00:00,1,-1.1238938053097165,SL
2017-05-25 07:00:00+00:00,1,1.9534883720927696,TP
2017-05-26 07:00:00+00:00,1,1.9677419354837058,TP
2017-05-30 09:15:00+00:00,1,-0.11965811965812115,SL
2017-05-31 07:00:00+00:00,1,-1.1647058823529248,SL
2017-06-01 07:00:00+00:00,1,-1.1521739130434978,SL
2017-06-07 13:15:00+00:00,1,1.9687500000002331,TP
2017-06-15 08:15:00+00:00,-1,1.9663865546218495,TP
2017-06-27 09:15:00+00:00,1,1.9708029197078691,TP
2017-06-28 07:00:00+00:00,1,1.961165048543477,TP
2017-06-29 07:00:00+00:00,1,1.9716981132074012,TP
2017-06-30 07:00:00+00:00,1,-1.152173913043461,SL
2017-07-06 12:15:00+00:00,1,1.966942148760512,TP
2017-07-12 07:00:00+00:00,1,-1.1428571428571344,SL
2017-07-18 07:00:00+00:00,1,-1.118644067796605,SL
2017-07-20 14:15:00+00:00,1,1.9831223628691983,TP
2017-07-21 07:00:00+00:00,1,-1.128440366972463,SL
2017-07-24 07:00:00+00:00,1,-0.1538461538461099,SL
2017-07-25 07:00:00+00:00,1,-1.160919540229886,SL
2017-07-27 07:00:00+00:00,1,-1.1007194244604237,SL
2017-07-28 11:15:00+00:00,1,1.9666666666664843,TP
2017-07-31 07:00:00+00:00,1,-1.145833333333311,SL
2017-08-01 07:00:00+00:00,1,-1.1443298969071847,SL
2017-08-02 07:00:00+00:00,1,-1.120689655172399,SL
2017-08-03 07:00:00+00:00,1,-1.1443298969071847,SL
2017-08-08 12:15:00+00:00,1,-1.1728395061728307,SL
2017-08-09 08:15:00+00:00,-1,-1.102941176470578,SL
2017-08-10 07:00:00+00:00,-1,-0.1666666666666631,SL
2017-08-14 07:00:00+00:00,1,-1.1372549019607707,SL
2017-08-15 13:15:00+00:00,-1,-1.0748663101604206,SL
2017-08-17 08:15:00+00:00,-1,1.9692307692306004,TP
2017-08-18 07:00:00+00:00,-1,-1.147368421052619,SL
2017-08-22 07:00:00+00:00,1,-1.1666666666666632,SL
2017-08-28 07:00:00+00:00,1,-1.1538461538461475,SL
2017-08-29 07:00:00+00:00,1,1.9636363636361651,TP
2017-09-01 12:15:00+00:00,1,-1.1919999999999864,SL
2017-09-04 07:00:00+00:00,1,-1.1386138613861339,SL
2017-09-06 07:00:00+00:00,1,1.9456521739129742,TP
2017-09-07 10:15:00+00:00,1,-0.11023622047242321,SL
2017-09-08 07:00:00+00:00,1,-1.0809248554913227,SL
2017-09-11 07:15:00+00:00,1,1.9565217391305703,TP
2017-09-13 07:15:00+00:00,1,-0.13861386138613382,SL
2017-09-14 07:00:00+00:00,-1,-1.1555555555555606,SL
2017-09-19 07:00:00+00:00,1,-1.1249999999999891,SL
2017-09-21 07:00:00+00:00,-1,-0.1228070175438348,SL
2017-09-22 10:15:00+00:00,1,-1.096551724137912,SL
2017-09-25 07:00:00+00:00,-1,-1.1489361702127285,SL
2017-09-26 07:00:00+00:00,-1,1.9404761904763734,TP
2017-09-27 07:00:00+00:00,-1,-0.1443298969071847,SL
2017-09-28 07:00:00+00:00,-1,-0.1399999999999733,SL
2017-10-02 07:00:00+00:00,-1,1.9523809523809497,TP
2017-10-03 07:00:00+00:00,-1,-1.147368421052619,SL
2017-10-05 15:15:00+00:00,-1,-0.09589041095889547,SL
2017-10-11 07:00:00+00:00,1,1.945054945054871,TP
2017-10-17 07:15:00+00:00,-1,-1.1686746987951455,SL
2017-10-19 13:15:00+00:00,1,1.978571428571318,TP
2017-10-20 07:00:00+00:00,1,-1.1573033707864941,SL
2017-10-27 07:00:00+00:00,-1,-1.15384615384611,SL
2017-11-06 14:15:00+00:00,-1,-1.1443298969071847,SL
2017-11-15 08:00:00+00:00,1,1.9545454545454541,TP
2017-11-16 08:15:00+00:00,1,-0.12962962962962304,SL
2017-11-17 08:00:00+00:00,1,-0.12962962962962304,SL
2017-11-20 08:15:00+00:00,1,1.9545454545451972,TP
2017-11-22 15:15:00+00:00,1,1.9745762711864954,TP
2017-11-23 08:00:00+00:00,1,1.9484536082471335,TP
2017-11-30 16:15:00+00:00,1,-1.0769230769230644,SL
2017-12-01 08:00:00+00:00,1,1.9716981132074012,TP
2017-12-06 16:15:00+00:00,-1,-1.1068702290076136,SL
2017-12-08 08:15:00+00:00,-1,-0.16091954022984495,SL
2017-12-11 13:15:00+00:00,-1,1.9518072289159234,TP
2017-12-12 15:15:00+00:00,-1,-0.13861386138610338,SL
2017-12-14 15:15:00+00:00,-1,-0.06698564593300436,SL
2017-12-19 13:15:00+00:00,1,-1.134615384615383,SL
2017-12-22 13:15:00+00:00,1,-1.1647058823529248,SL
2017-12-27 15:15:00+00:00,1,-1.1443298969071847,SL
2018-01-03 08:00:00+00:00,1,-1.16279069767439,SL
2018-01-04 08:00:00+00:00,1,1.9425287356323588,TP
2018-01-09 14:15:00+00:00,-1,-0.12499999999998906,SL
2018-01-10 08:00:00+00:00,-1,-1.1573033707864941,SL
2018-01-12 08:00:00+00:00,1,1.9649122807013693,TP
2018-01-15 08:00:00+00:00,1,1.9735099337749797,TP
2018-01-16 08:00:00+00:00,1,-1.0799999999999872,SL
2018-01-17 09:15:00+00:00,1,-0.06896551724136715,SL
2018-01-19 09:15:00+00:00,1,-0.09210526315788957,SL
2018-01-24 08:00:00+00:00,1,-0.1060606060605987,SL
2018-01-25 08:00:00+00:00,1,-1.0714285714285672,SL
2018-01-26 08:00:00+00:00,1,-1.0729166666666639,SL
2018-01-30 09:15:00+00:00,1,1.9768786127167632,TP
2018-01-31 10:15:00+00:00,1,-0.08187134502923915,SL
2018-02-02 08:00:00+00:00,1,-1.1129032258064309,SL
2018-02-07 15:15:00+00:00,-1,1.9750000000000008,TP
2018-02-08 08:00:00+00:00,-1,1.974999999999862,TP
2018-02-14 08:00:00+00:00,1,-1.1261261261261226,SL
2018-02-15 08:00:00+00:00,1,-1.0875000000000028,SL
2018-02-16 08:00:00+00:00,1,-1.1102362204724232,SL
2018-02-21 08:00:00+00:00,-1,-1.1217391304347746,SL
2018-02-22 08:00:00+00:00,-1,-1.1333333333333233,SL
2018-02-23 08:00:00+00:00,-1,-1.1249999999999891,SL
2018-02-27 16:15:00+00:00,-1,1.9802955665024629,TP
2018-03-01 08:00:00+00:00,-1,1.9504950495044546,TP
2018-03-05 08:00:00+00:00,-1,-1.0945945945945776,SL
2018-03-06 12:15:00+00:00,1,-0.08484848484848181,SL
2018-03-07 08:00:00+00:00,1,1.9578947368421056,TP
2018-03-08 13:15:00+00:00,1,-0.13793103448275765,SL
2018-03-12 09:15:00+00:00,-1,1.950000000000373,TP
2018-03-13 14:15:00+00:00,1,1.9781420765027322,TP
2018-03-16 08:00:00+00:00,-1,-0.17073170731705078,SL
2018-03-20 09:15:00+00:00,-1,1.9553571428572831,TP
2018-03-22 12:15:00+00:00,-1,-1.0848484848484703,SL
2018-03-23 12:15:00+00:00,1,-1.128440366972463,SL
2018-03-27 07:00:00+00:00,1,-0.1443298969071847,SL
2018-03-29 09:15:00+00:00,-1,-1.109374999999996,SL
2018-04-03 14:15:00+00:00,-1,-1.0909090909090782,SL
2018-04-05 15:15:00+00:00,-1,-1.0838323353293429,SL
2018-04-06 07:00:00+00:00,-1,1.952380952381214,TP
2018-04-10 09:15:00+00:00,1,1.9590163934425693,TP
