basket,dir,start,end,duration_s,n_entries,total_lots,max_simul_lots,wavg_entry,wavg_exit,first_entry,last_entry,entry_span,gross_profit,swap,comm,net,profit_per_001lot,exit_dist_from_wae,n_close_events,all_closed_together,med_gap_s,max_gap_s,med_price_step,n_partial,outcome
S106,short,2026-07-08 15:27:22,2026-07-08 15:30:39,197.0,2,0.04,0.04,4071.6,4069.1200000000003,4070.19,4073.01,2.8200000000001637,9.92,0.0,0.0,9.92,2.48,2.4799999999995634,1,True,166.0,166.0,2.8200000000001637,0,profit
S107,short,2026-07-08 15:35:08,2026-07-08 15:35:42,34.0,1,0.02,0.02,4072.2599999999998,4069.6,4072.26,4072.26,0.0,5.32,0.0,0.0,5.32,2.66,2.6599999999998545,1,True,,,,0,profit
S108,short,2026-07-08 15:40:22,2026-07-08 15:56:41,979.0,6,0.22000000000000003,0.22000000000000003,4080.9363636363632,4077.8063636363636,4073.23,4085.1,11.86999999999989,68.86,0.0,0.0,68.86,3.1299999999999994,3.1299999999996544,2,True,150.0,254.0,1.8899999999998727,0,profit
L107,long,2026-07-08 15:56:36,2026-07-08 16:04:22,466.0,4,0.11000000000000001,0.11000000000000001,4076.035454545454,4078.9699999999993,4079.69,4072.95,6.7400000000002365,32.28,0.0,0.0,32.28,2.934545454545454,2.934545454545514,2,True,12.0,161.0,1.8800000000001091,0,profit
S109,short,2026-07-08 15:57:09,2026-07-08 15:57:31,22.0,1,0.02,0.02,4077.4899999999993,4075.65,4077.49,4077.49,0.0,3.68,0.0,0.0,3.68,1.84,1.839999999999236,1,True,,,,0,profit
S110,short,2026-07-08 16:02:02,2026-07-08 16:06:50,288.0,5,0.16000000000000003,0.16000000000000003,4079.2399999999993,4077.924999999999,4075.51,4081.26,5.75,21.04,0.0,0.0,21.04,1.3149999999999997,1.3150000000005093,2,True,43.0,130.0,1.5249999999998636,0,profit
L108,long,2026-07-08 16:08:06,2026-07-08 16:26:15,1089.0,3,0.07,0.07,4071.812857142857,4074.367142857142,4074.09,4070.05,4.039999999999964,17.88,0.0,0.0,17.88,2.554285714285714,2.5542857142850153,1,True,483.0,601.0,2.019999999999982,0,profit
S111,short,2026-07-08 16:26:19,2026-07-08 16:29:23,184.0,1,0.02,0.02,4073.7299999999996,4069.93,4073.73,4073.73,0.0,7.6,0.0,0.0,7.6,3.8,3.799999999999727,1,True,,,,0,profit
L109,long,2026-07-08 16:29:35,2026-07-08 16:30:48,73.0,2,0.04,0.04,4067.4300000000003,4070.6349999999998,4067.36,4067.5,0.13999999999987267,12.82,0.0,0.0,12.82,3.205,3.2049999999994725,1,True,8.0,8.0,0.13999999999987267,0,profit
S112,short,2026-07-08 16:32:12,2026-07-08 16:35:46,214.0,2,0.04,0.04,4077.765,4074.3449999999993,4076.82,4078.71,1.8899999999998727,13.68,0.0,0.0,13.68,3.42,3.4200000000005275,1,True,49.0,49.0,1.8899999999998727,0,profit
L110,long,2026-07-08 16:35:56,2026-07-08 16:36:28,32.0,1,0.02,0.02,4074.82,4077.16,4074.82,4074.82,0.0,4.68,0.0,0.0,4.68,2.34,2.3399999999996908,1,True,,,,0,profit
S113,short,2026-07-08 16:36:37,2026-07-08 16:42:11,334.0,2,0.04,0.04,4077.26,4075.815,4075.51,4079.01,3.5,5.78,0.0,0.0,5.78,1.445,1.4450000000001637,1,True,187.0,187.0,3.5,0,profit
L111,long,2026-07-08 16:50:04,2026-07-08 17:18:14,1690.0,7,0.30000000000000004,0.30000000000000004,4058.4896666666664,4060.1199999999994,4071.08,4052.59,18.48999999999978,48.91000000000001,0.0,0.0,48.91000000000001,1.6303333333333334,1.6303333333330556,2,True,239.0,630.0,2.6549999999999727,0,profit
L112,long,2026-07-08 17:24:20,2026-07-08 17:25:03,43.0,1,0.02,0.02,4058.57,4060.5400000000004,4058.57,4058.57,0.0,3.94,0.0,0.0,3.94,1.97,1.9700000000002547,1,True,,,,0,profit
S114,short,2026-07-08 17:26:15,2026-07-08 17:27:14,59.0,1,0.02,0.02,4064.56,4059.0099999999998,4064.56,4064.56,0.0,11.1,0.0,0.0,11.1,5.55,5.550000000000182,1,True,,,,0,profit
L113,long,2026-07-08 17:27:20,2026-07-08 17:27:37,17.0,1,0.02,0.02,4060.9899999999993,4062.7099999999996,4060.99,4060.99,0.0,3.44,0.0,0.0,3.44,1.72,1.7200000000002547,1,True,,,,0,profit
L114,long,2026-07-08 17:30:44,2026-07-08 17:51:51,1267.0,11,0.96,0.96,4041.2309375,4042.0244791666673,4059.36,4036.28,23.079999999999927,76.18,0.0,0.0,76.18,0.7935416666666667,0.7935416666673518,5,False,83.0,241.0,2.4349999999999454,0,profit
S115,short,2026-07-08 17:34:30,2026-07-08 17:35:55,85.0,1,0.02,0.02,4056.35,4053.1,4056.35,4056.35,0.0,6.5,0.0,0.0,6.5,3.25,3.25,1,True,,,,0,profit
S116,short,2026-07-08 17:40:06,2026-07-08 17:42:48,162.0,1,0.02,0.02,4043.9900000000002,4044.36,4043.99,4043.99,0.0,-0.74,0.0,0.0,-0.74,-0.37,-0.36999999999989086,1,True,,,,0,loss
S117,short,2026-07-08 17:42:56,2026-07-08 17:43:20,24.0,1,0.02,0.02,4044.0499999999997,4042.4500000000003,4044.05,4044.05,0.0,3.2,0.0,0.0,3.2,1.6,1.5999999999994543,1,True,,,,0,profit
S118,short,2026-07-08 17:44:45,2026-07-08 17:47:03,138.0,1,0.02,0.02,4036.4000000000005,4035.4300000000003,4036.4,4036.4,0.0,1.94,0.0,0.0,1.94,0.97,0.9700000000002547,1,True,,,,0,profit
S119,short,2026-07-08 17:47:04,2026-07-08 17:47:10,6.0,1,0.02,0.02,4035.29,4034.4899999999993,4035.29,4035.29,0.0,1.6,0.0,0.0,1.6,0.8,0.8000000000006366,1,True,,,,0,profit
S120,short,2026-07-08 17:48:09,2026-07-08 17:50:02,113.0,1,0.02,0.02,4038.29,4036.58,4038.29,4038.29,0.0,3.42,0.0,0.0,3.42,1.71,1.7100000000000364,1,True,,,,0,profit
L115,long,2026-07-08 17:57:30,2026-07-08 18:05:33,483.0,3,0.07,0.07,4039.652857142857,4041.9428571428566,4041.78,4038.23,3.550000000000182,16.03,0.0,0.0,16.03,2.29,2.289999999999509,1,True,142.0,180.0,1.775000000000091,0,profit
L116,long,2026-07-08 18:07:58,2026-07-08 18:20:44,766.0,6,0.22000000000000003,0.22000000000000003,4033.471818181817,4035.558636363636,4040.67,4030.41,10.260000000000218,45.91,0.0,0.0,45.91,2.0868181818181815,2.086818181819126,2,True,58.0,296.0,2.3099999999999454,0,profit
S121,short,2026-07-08 18:17:56,2026-07-08 18:21:44,228.0,3,0.07,0.07,4032.7985714285714,4030.792857142857,4030.55,4034.55,4.0,14.04,0.0,0.0,14.04,2.0057142857142853,2.0057142857144754,1,True,92.0,113.0,2.0,0,profit
L117,long,2026-07-08 18:23:10,2026-07-08 18:28:17,307.0,2,0.04,0.04,4028.6,4031.68,4029.21,4027.99,1.2200000000002547,12.32,0.0,0.0,12.32,3.08,3.0799999999999272,1,True,114.0,114.0,1.2200000000002547,0,profit
S122,short,2026-07-08 18:28:22,2026-07-08 18:30:25,123.0,1,0.02,0.02,4030.6899999999996,4027.91,4030.69,4030.69,0.0,5.56,0.0,0.0,5.56,2.78,2.7799999999997453,1,True,,,,0,profit
L118,long,2026-07-08 18:32:38,2026-07-08 18:35:25,167.0,1,0.02,0.02,4023.39,4026.9600000000005,4023.39,4023.39,0.0,7.14,0.0,0.0,7.14,3.57,3.5700000000006185,1,True,,,,0,profit
S123,short,2026-07-08 18:36:04,2026-07-08 18:56:10,1206.0,5,0.16000000000000003,0.16000000000000003,4033.7818749999988,4031.8999999999987,4029.38,4037.06,7.679999999999836,30.11,0.0,0.0,30.11,1.8818749999999995,1.8818750000000364,2,True,266.0,353.0,1.974999999999909,0,profit
L119,long,2026-07-08 18:57:05,2026-07-08 19:00:04,179.0,1,0.02,0.02,4031.87,4035.17,4031.87,4031.87,0.0,6.6,0.0,0.0,6.6,3.3,3.300000000000182,1,True,,,,0,profit
S124,short,2026-07-08 19:04:51,2026-07-08 19:37:28,1957.0,6,0.22000000000000003,0.22000000000000003,4042.307272727272,4040.5990909090906,4036.37,4046.21,9.840000000000146,37.58,0.0,0.0,37.58,1.7081818181818178,1.7081818181814015,2,True,221.0,967.0,1.699999999999818,0,profit
L120,long,2026-07-08 19:37:09,2026-07-08 19:39:51,162.0,1,0.02,0.02,4041.91,4045.39,4041.91,4041.91,0.0,6.96,0.0,0.0,6.96,3.48,3.480000000000018,1,True,,,,0,profit
S125,short,2026-07-08 19:39:47,2026-07-08 20:45:46,3959.0,15,2.83,2.83,4068.711342756184,4068.4879505300355,4042.89,4074.58,31.690000000000055,63.220000000000084,0.0,0.0,63.220000000000084,0.2233922261484102,0.22339222614846221,3,False,170.5,701.0,1.7350000000003547,0,profit
L121,long,2026-07-08 19:52:05,2026-07-08 19:52:34,29.0,1,0.02,0.02,4061.8,4062.4,4061.8,4061.8,0.0,1.2,0.0,0.0,1.2,0.6,0.599999999999909,1,True,,,,0,profit
L122,long,2026-07-08 20:19:14,2026-07-08 20:21:52,158.0,1,0.02,0.02,4064.9899999999993,4067.98,4064.99,4064.99,0.0,5.98,0.0,0.0,5.98,2.99,2.990000000000691,1,True,,,,0,profit
L123,long,2026-07-08 20:22:36,2026-07-08 20:25:44,188.0,1,0.02,0.02,4070.91,4071.76,4070.91,4070.91,0.0,1.7,0.0,0.0,1.7,0.85,0.8500000000003638,1,True,,,,0,profit
L124,long,2026-07-08 20:25:46,2026-07-08 20:28:31,165.0,1,0.02,0.02,4072.5,4073.1100000000006,4072.5,4072.5,0.0,1.22,0.0,0.0,1.22,0.61,0.6100000000005821,1,True,,,,0,profit
L125,long,2026-07-08 20:30:07,2026-07-08 20:30:51,44.0,1,0.02,0.02,4074.5600000000004,4075.73,4074.56,4074.56,0.0,2.34,0.0,0.0,2.34,1.17,1.169999999999618,1,True,,,,0,profit
L126,long,2026-07-08 20:36:30,2026-07-08 20:45:42,552.0,1,0.02,0.02,4071.21,4068.2299999999996,4071.21,4071.21,0.0,-5.96,0.0,0.0,-5.96,-2.98,-2.980000000000473,1,True,,,,0,loss
L127,long,2026-07-08 20:56:02,2026-07-08 21:00:50,288.0,2,0.04,0.04,4066.14,4068.065,4066.84,4065.44,1.400000000000091,7.699999999999999,0.0,0.0,7.699999999999999,1.9249999999999998,1.925000000000182,1,True,258.0,258.0,1.400000000000091,0,profit
S126,short,2026-07-08 21:01:26,2026-07-08 21:03:22,116.0,2,0.04,0.04,4072.0849999999996,4069.36,4070.86,4073.31,2.449999999999818,10.9,0.0,0.0,10.9,2.725,2.7249999999994543,1,True,43.0,43.0,2.449999999999818,0,profit
L128,long,2026-07-08 21:05:42,2026-07-08 21:10:52,310.0,2,0.04,0.04,4068.415,4071.2199999999993,4068.97,4067.86,1.1099999999996726,11.219999999999999,0.0,0.0,11.219999999999999,2.8049999999999997,2.8049999999993815,1,True,154.0,154.0,1.1099999999996726,0,profit
L129,long,2026-07-09 08:21:17,2026-07-09 08:28:02,405.0,1,0.02,0.02,4067.89,4070.57,4067.89,4067.89,0.0,5.36,0.0,0.0,5.36,2.68,2.680000000000291,1,True,,,,0,profit
L130,long,2026-07-09 08:30:27,2026-07-09 08:34:33,246.0,2,0.04,0.04,4067.9900000000002,4070.225,4069.11,4066.87,2.2400000000002365,8.940000000000001,0.0,0.0,8.940000000000001,2.2350000000000003,2.2349999999996726,2,True,57.0,57.0,2.2400000000002365,0,profit
S127,short,2026-07-09 08:35:13,2026-07-09 12:00:22,12309.0,14,2.16,2.16,4108.265694444445,4107.609351851852,4070.3,4116.1,45.80000000000018,141.76999999999998,0.0,0.0,141.76999999999998,0.6563425925925925,0.6563425925933188,4,False,274.0,4521.0,2.3200000000006185,0,profit
L131,long,2026-07-09 09:01:53,2026-07-09 09:15:51,838.0,4,0.11000000000000001,0.11000000000000001,4092.10909090909,4094.1718181818183,4096.7,4089.79,6.9099999999998545,22.69,0.0,0.0,22.69,2.0627272727272725,2.0627272727283525,1,True,88.0,237.0,2.769999999999982,0,profit
L132,long,2026-07-09 09:17:35,2026-07-09 09:21:10,215.0,1,0.02,0.02,4096.07,4096.1,4096.07,4096.07,0.0,0.06,0.0,0.0,0.06,0.03,0.030000000000654836,1,True,,,,0,profit
L133,long,2026-07-09 09:21:12,2026-07-09 09:21:22,10.0,1,0.02,0.02,4096.98,4099.16,4096.98,4096.98,0.0,4.36,0.0,0.0,4.36,2.18,2.180000000000291,1,True,,,,0,profit
L134,long,2026-07-09 09:22:29,2026-07-09 09:25:58,209.0,1,0.02,0.02,4100.08,4101.39,4100.08,4100.08,0.0,2.62,0.0,0.0,2.62,1.31,1.3100000000004002,1,True,,,,0,profit
L135,long,2026-07-09 09:26:00,2026-07-09 09:27:23,83.0,1,0.02,0.02,4101.56,4102.01,4101.56,4101.56,0.0,0.9,0.0,0.0,0.9,0.45,0.4499999999998181,1,True,,,,0,profit
L136,long,2026-07-09 09:27:31,2026-07-09 09:31:14,223.0,1,0.02,0.02,4102.1,4103.12,4102.1,4102.1,0.0,2.04,0.0,0.0,2.04,1.02,1.019999999999527,1,True,,,,0,profit
L137,long,2026-07-09 09:31:42,2026-07-09 09:32:26,44.0,1,0.02,0.02,4102.21,4103.69,4102.21,4102.21,0.0,2.96,0.0,0.0,2.96,1.48,1.4799999999995634,1,True,,,,0,profit
L138,long,2026-07-09 09:32:30,2026-07-09 09:33:06,36.0,1,0.02,0.02,4104.45,4105.84,4104.45,4104.45,0.0,2.78,0.0,0.0,2.78,1.39,1.3900000000003274,1,True,,,,0,profit
L139,long,2026-07-09 09:39:02,2026-07-09 09:43:45,283.0,3,0.07,0.07,4098.968571428571,4102.331428571429,4100.42,4097.82,2.600000000000364,23.54,0.0,0.0,23.54,3.362857142857142,3.362857142858047,1,True,62.5,63.0,1.300000000000182,0,profit
L140,long,2026-07-09 09:58:48,2026-07-09 09:59:53,65.0,1,0.02,0.02,4106.85,4107.3,4106.85,4106.85,0.0,0.9,0.0,0.0,0.9,0.45,0.4499999999998181,1,True,,,,0,profit
L141,long,2026-07-09 10:15:03,2026-07-09 10:25:05,602.0,1,0.02,0.02,4103.03,4106.18,4103.03,4103.03,0.0,6.3,0.0,0.0,6.3,3.15,3.1500000000005457,1,True,,,,0,profit
L142,long,2026-07-09 10:29:19,2026-07-09 10:36:52,453.0,1,0.02,0.02,4109.09,4108.53,4109.09,4109.09,0.0,-1.12,0.0,0.0,-1.12,-0.56,-0.5600000000004002,1,True,,,,0,loss
L143,long,2026-07-09 11:06:56,2026-07-09 11:07:24,28.0,1,0.02,0.02,4108.95,4109.73,4108.95,4108.95,0.0,1.56,0.0,0.0,1.56,0.78,0.7799999999997453,1,True,,,,0,profit
L144,long,2026-07-09 11:14:47,2026-07-09 11:15:19,32.0,1,0.02,0.02,4107.33,4109.37,4107.33,4107.33,0.0,4.08,0.0,0.0,4.08,2.04,2.0399999999999636,1,True,,,,0,profit
L145,long,2026-07-09 11:18:13,2026-07-09 11:20:47,154.0,1,0.02,0.02,4111.59,4112.18,4111.59,4111.59,0.0,1.18,0.0,0.0,1.18,0.59,0.5900000000001455,1,True,,,,0,profit
L146,long,2026-07-09 11:21:06,2026-07-09 11:21:14,8.0,1,0.02,0.02,4112.88,4113.74,4112.88,4112.88,0.0,1.72,0.0,0.0,1.72,0.86,0.8599999999996726,1,True,,,,0,profit
L147,long,2026-07-09 11:35:01,2026-07-09 11:39:25,264.0,1,0.02,0.02,4111.55,4114.87,4111.55,4111.55,0.0,6.64,0.0,0.0,6.64,3.32,3.319999999999709,1,True,,,,0,profit
L148,long,2026-07-09 12:01:02,2026-07-09 12:18:12,1030.0,1,0.02,0.02,4108.04,4111.36,4108.04,4108.04,0.0,6.64,0.0,0.0,6.64,3.32,3.319999999999709,1,True,,,,0,profit
S128,short,2026-07-09 12:18:49,2026-07-09 12:24:26,337.0,1,0.02,0.02,4110.69,4107.85,4110.69,4110.69,0.0,5.68,0.0,0.0,5.68,2.84,2.839999999999236,1,True,,,,0,profit
L149,long,2026-07-09 12:35:01,2026-07-09 13:02:04,1623.0,2,0.04,0.04,4105.805,4108.215,4106.61,4105.0,1.6099999999996726,9.64,0.0,0.0,9.64,2.41,2.4099999999998545,2,True,391.0,391.0,1.6099999999996726,0,profit
S129,short,2026-07-09 13:05:13,2026-07-09 13:08:49,216.0,1,0.02,0.02,4108.74,4106.18,4108.74,4108.74,0.0,5.12,0.0,0.0,5.12,2.56,2.5599999999994907,1,True,,,,0,profit
L150,long,2026-07-09 13:33:29,2026-07-09 14:02:06,1717.0,3,0.07,0.07,4099.431428571428,4102.685714285713,4103.86,4095.4,8.459999999999582,22.779999999999998,0.0,0.0,22.779999999999998,3.2542857142857136,3.254285714285288,1,True,587.0,980.0,4.229999999999791,0,profit
S130,short,2026-07-09 14:05:23,2026-07-09 14:06:19,56.0,1,0.02,0.02,4102.72,4101.26,4102.72,4102.72,0.0,2.92,0.0,0.0,2.92,1.46,1.4600000000000364,1,True,,,,0,profit
S131,short,2026-07-09 14:13:26,2026-07-09 14:23:08,582.0,2,0.04,0.04,4105.079999999999,4102.83,4104.12,4106.04,1.9200000000000728,9.0,0.0,0.0,9.0,2.25,2.2499999999990905,1,True,289.0,289.0,1.9200000000000728,0,profit
S132,short,2026-07-09 14:42:50,2026-07-09 15:17:39,2089.0,4,0.11000000000000001,0.11000000000000001,4112.9518181818175,4110.646363636363,4108.12,4118.2,10.079999999999927,25.36,0.0,0.0,25.36,2.305454545454545,2.3054545454542676,2,True,697.0,832.0,3.110000000000582,0,profit
L151,long,2026-07-09 15:04:58,2026-07-09 15:07:26,148.0,1,0.02,0.02,4108.21,4109.37,4108.21,4108.21,0.0,2.32,0.0,0.0,2.32,1.16,1.1599999999998545,1,True,,,,0,profit
L152,long,2026-07-09 15:18:32,2026-07-09 15:32:21,829.0,3,0.07,0.07,4108.968571428571,4111.712857142857,4111.29,4107.96,3.3299999999999272,19.21,0.0,0.0,19.21,2.744285714285714,2.7442857142859793,1,True,61.0,91.0,1.6649999999999636,0,profit
S133,short,2026-07-09 15:32:34,2026-07-09 15:43:56,682.0,5,0.16000000000000003,0.16000000000000003,4116.356249999999,4114.51,4111.37,4119.86,8.489999999999782,29.54,0.0,0.0,29.54,1.8462499999999995,1.8462499999986903,1,True,80.0,157.0,2.0650000000000546,0,profit
L153,long,2026-07-09 15:45:20,2026-07-09 16:01:13,953.0,3,0.07,0.07,4110.87,4113.374285714285,4113.29,4109.17,4.119999999999891,17.53,0.0,0.0,17.53,2.504285714285714,2.504285714285288,1,True,441.0,672.0,2.0599999999999454,0,profit
S134,short,2026-07-09 16:08:55,2026-07-09 16:20:17,682.0,4,0.11000000000000001,0.11000000000000001,4121.962727272727,4119.648181818181,4116.34,4125.05,8.710000000000036,25.46,0.0,0.0,25.46,2.3145454545454545,2.314545454545623,1,True,100.0,343.0,2.819999999999709,0,profit
L154,long,2026-07-09 16:19:55,2026-07-09 16:23:13,198.0,1,0.02,0.02,4120.76,4124.12,4120.76,4120.76,0.0,6.72,0.0,0.0,6.72,3.36,3.3599999999996726,1,True,,,,0,profit
S135,short,2026-07-09 16:23:26,2026-07-09 16:30:24,418.0,2,0.04,0.04,4124.76,4121.285,4123.34,4126.18,2.8400000000001455,13.9,0.0,0.0,13.9,3.475,3.475000000000364,1,True,117.0,117.0,2.8400000000001455,0,profit
L155,long,2026-07-09 16:30:32,2026-07-09 16:32:33,121.0,1,0.02,0.02,4121.19,4124.8,4121.19,4121.19,0.0,7.22,0.0,0.0,7.22,3.61,3.610000000000582,1,True,,,,0,profit
S136,short,2026-07-09 16:33:06,2026-07-09 16:35:09,123.0,2,0.04,0.04,4126.535,4124.025000000001,4124.84,4128.23,3.389999999999418,10.040000000000001,0.0,0.0,10.040000000000001,2.5100000000000002,2.509999999999309,1,True,71.0,71.0,3.389999999999418,0,profit
L156,long,2026-07-09 16:35:13,2026-07-09 16:38:28,195.0,1,0.02,0.02,4124.99,4127.42,4124.99,4124.99,0.0,4.86,0.0,0.0,4.86,2.43,2.430000000000291,1,True,,,,0,profit
L157,long,2026-07-09 16:40:36,2026-07-09 16:42:54,138.0,1,0.02,0.02,4123.65,4126.21,4123.65,4123.65,0.0,5.12,0.0,0.0,5.12,2.56,2.5600000000004,1,True,,,,0,profit
S137,short,2026-07-09 16:44:33,2026-07-09 16:45:44,71.0,1,0.02,0.02,4127.66,4124.56,4127.66,4127.66,0.0,6.2,0.0,0.0,6.2,3.1,3.0999999999994543,1,True,,,,0,profit
L158,long,2026-07-09 16:46:59,2026-07-09 16:51:30,271.0,1,0.02,0.02,4122.81,4124.98,4122.81,4122.81,0.0,4.34,0.0,0.0,4.34,2.17,2.1699999999991633,1,True,,,,0,profit
L159,long,2026-07-09 16:55:35,2026-07-09 17:00:06,271.0,1,0.02,0.02,4120.5,4125.32,4120.5,4120.5,0.0,9.64,0.0,0.0,9.64,4.82,4.819999999999709,1,True,,,,0,profit
S138,short,2026-07-09 17:00:12,2026-07-09 17:07:09,417.0,5,0.16000000000000003,0.16000000000000003,4131.574374999998,4127.704374999999,4123.66,4135.3,11.640000000000327,61.92,0.0,0.0,61.92,3.869999999999999,3.8699999999989814,1,True,74.0,161.0,3.1350000000002183,0,profit
L160,long,2026-07-09 17:11:11,2026-07-09 17:23:49,758.0,3,0.07,0.07,4118.511428571428,4122.481428571428,4122.9,4116.0,6.899999999999636,27.79,0.0,0.0,27.79,3.9699999999999993,3.9700000000002547,1,True,280.0,286.0,3.449999999999818,0,profit
S139,short,2026-07-09 17:25:36,2026-07-09 17:39:24,828.0,2,0.04,0.04,4124.71,4121.67,4123.95,4125.47,1.5200000000004366,12.16,0.0,0.0,12.16,3.04,3.0399999999999636,1,True,634.0,634.0,1.5200000000004366,0,profit
L161,long,2026-07-09 17:39:49,2026-07-09 17:46:17,388.0,1,0.02,0.02,4122.86,4125.05,4122.86,4122.86,0.0,4.38,0.0,0.0,4.38,2.19,2.1900000000005093,1,True,,,,0,profit
S140,short,2026-07-09 17:54:03,2026-07-09 19:05:38,4295.0,5,0.16000000000000003,0.16000000000000003,4127.915624999999,4126.133124999999,4122.17,4131.37,9.199999999999818,28.520000000000003,0.0,0.0,28.520000000000003,1.7824999999999998,1.7824999999993452,1,True,363.5,2365.0,2.1649999999999636,0,profit
L162,long,2026-07-09 18:11:27,2026-07-09 18:23:04,697.0,1,0.02,0.02,4126.16,4128.61,4126.16,4126.16,0.0,4.9,0.0,0.0,4.9,2.45,2.449999999999818,1,True,,,,0,profit
S141,short,2026-07-09 19:16:35,2026-07-09 19:35:41,1146.0,3,0.07,0.07,4134.298571428571,4134.87,4132.18,4136.51,4.329999999999927,-3.999999999999999,0.0,0.0,-3.999999999999999,-0.5714285714285712,-0.5714285714284415,1,True,502.0,830.0,2.1649999999999636,0,loss
S142,short,2026-07-10 17:48:55,2026-07-10 17:56:05,430.0,8,0.69,0.69,4104.279855072464,4098.71,4103.45,4105.86,3.0600000000004,384.31999999999994,0.0,0.0,384.31999999999994,5.569855072463767,5.569855072463724,8,False,1.0,39.0,0.03999999999996362,0,profit
L163,long,2026-07-15 09:13:17,2026-07-15 09:25:44,747.0,4,0.11000000000000001,0.11000000000000001,4025.5099999999998,4028.0799999999995,4028.98,4023.25,5.730000000000018,28.27,0.0,0.0,28.27,2.5699999999999994,2.569999999999709,1,True,208.0,225.0,1.9400000000000546,0,profit
S143,short,2026-07-15 09:25:58,2026-07-15 09:31:00,302.0,1,0.02,0.02,4027.6200000000003,4024.74,4027.62,4027.62,0.0,5.76,0.0,0.0,5.76,2.88,2.880000000000564,1,True,,,,0,profit
S144,short,2026-07-15 09:37:18,2026-07-15 10:21:50,2672.0,3,0.07,0.07,4030.0671428571422,4027.834285714285,4027.81,4031.81,4.0,15.63,0.0,0.0,15.63,2.2328571428571427,2.2328571428570285,1,True,233.5,386.0,2.0,0,profit
L164,long,2026-07-15 10:14:33,2026-07-15 11:28:21,4428.0,4,0.11000000000000001,0.11000000000000001,4022.9090909090905,4025.3199999999997,4029.33,4018.67,10.659999999999854,26.52,0.0,0.0,26.52,2.4109090909090907,2.410909090909172,2,True,544.0,2797.0,3.150000000000091,0,profit
S145,short,2026-07-15 10:33:01,2026-07-15 10:35:08,127.0,1,0.02,0.02,4025.1399999999994,4023.22,4025.14,4025.14,0.0,3.84,0.0,0.0,3.84,1.92,1.919999999999618,1,True,,,,0,profit
S146,short,2026-07-15 11:02:56,2026-07-15 11:10:06,430.0,1,0.02,0.02,4024.5400000000004,4022.37,4024.54,4024.54,0.0,4.34,0.0,0.0,4.34,2.17,2.1700000000005275,1,True,,,,0,profit
S147,short,2026-07-15 11:19:39,2026-07-15 12:34:24,4485.0,5,0.16000000000000003,0.16000000000000003,4028.9531249999986,4026.971249999999,4024.24,4031.77,7.5300000000002,31.71,0.0,0.0,31.71,1.9818749999999996,1.9818749999994907,2,True,569.0,1010.0,1.8350000000000364,0,profit
L165,long,2026-07-15 12:30:04,2026-07-15 12:59:42,1778.0,2,0.04,0.04,4027.79,4030.0250000000005,4028.51,4027.07,1.4400000000000546,8.94,0.0,0.0,8.94,2.235,2.235000000000582,2,True,455.0,455.0,1.4400000000000546,0,profit
S148,short,2026-07-15 13:00:37,2026-07-15 13:24:59,1462.0,3,0.07,0.07,4032.307142857142,4029.5585714285708,4029.04,4034.61,5.570000000000164,19.240000000000002,0.0,0.0,19.240000000000002,2.7485714285714287,2.7485714285712675,2,True,423.5,426.0,2.785000000000082,0,profit
L166,long,2026-07-15 13:25:23,2026-07-15 13:36:10,647.0,2,0.04,0.04,4028.9699999999993,4031.6550000000007,4029.97,4027.97,2.0,10.74,0.0,0.0,10.74,2.685,2.6850000000013097,2,True,51.0,51.0,2.0,0,profit
S149,short,2026-07-15 13:40:23,2026-07-15 13:46:56,393.0,1,0.02,0.02,4032.98,4029.8499999999995,4032.98,4032.98,0.0,6.26,0.0,0.0,6.26,3.13,3.130000000000564,1,True,,,,0,profit
L167,long,2026-07-15 13:48:18,2026-07-15 14:06:13,1075.0,1,0.02,0.02,4028.78,4031.38,4028.78,4028.78,0.0,5.2,0.0,0.0,5.2,2.6,2.599999999999909,1,True,,,,0,profit
S150,short,2026-07-15 14:42:09,2026-07-15 15:06:32,1463.0,3,0.07,0.07,4039.7742857142853,4037.7142857142853,4037.83,4041.6,3.769999999999982,14.42,0.0,0.0,14.42,2.0599999999999996,2.0599999999999454,2,True,669.5,1204.0,1.884999999999991,0,profit
S151,short,2026-07-15 15:30:24,2026-07-15 16:10:33,2409.0,14,2.16,2.16,4065.447222222222,4065.465185185185,4048.4,4072.88,24.480000000000018,-3.880000000000109,0.0,0.0,-3.880000000000109,-0.01796296296296347,-0.017962962962883466,6,False,64.0,1140.0,1.1900000000000546,0,loss
L168,long,2026-07-15 15:34:24,2026-07-15 15:35:18,54.0,1,0.02,0.02,4054.47,4056.3699999999994,4054.47,4054.47,0.0,3.8,0.0,0.0,3.8,1.9,1.8999999999996362,1,True,,,,0,profit
L169,long,2026-07-15 16:00:16,2026-07-15 16:02:24,128.0,1,0.02,0.02,4066.19,4068.59,4066.19,4066.19,0.0,4.8,0.0,0.0,4.8,2.4,2.400000000000091,1,True,,,,0,profit
L170,long,2026-07-15 16:02:34,2026-07-15 16:04:17,103.0,1,0.02,0.02,4069.36,4070.11,4069.36,4069.36,0.0,1.5,0.0,0.0,1.5,0.75,0.75,1,True,,,,0,profit
