basket,dir,level,dprice,adverse,dt_s,lot_prev,lot_new
L030,long,1,-1.8299999999999272,1.8299999999999272,233.0,0.02,0.02
L030,long,2,-1.1399999999998727,1.1399999999998727,188.0,0.02,0.03
L030,long,3,-3.1399999999998727,3.1399999999998727,219.0,0.03,0.04
L031,long,1,-2.300000000000182,2.300000000000182,392.0,0.02,0.02
L031,long,2,-1.949999999999818,1.949999999999818,48.0,0.02,0.03
L031,long,3,-1.4800000000000182,1.4800000000000182,293.0,0.03,0.04
L035,long,1,-2.9099999999998545,2.9099999999998545,77.0,0.02,0.02
L035,long,2,-0.6900000000000546,0.6900000000000546,599.0,0.02,0.03
L035,long,3,-3.6900000000000546,3.6900000000000546,499.0,0.03,0.04
L035,long,4,-1.7899999999999636,1.7899999999999636,349.0,0.04,0.05
L036,long,1,-1.2599999999997635,1.2599999999997635,492.0,0.02,0.02
L037,long,1,-2.269999999999982,2.269999999999982,116.0,0.02,0.02
L038,long,1,-2.2299999999995634,2.2299999999995634,62.0,0.02,0.02
L039,long,1,-5.229999999999563,5.229999999999563,141.0,0.02,0.02
L039,long,2,-0.9400000000005093,0.9400000000005093,224.0,0.02,0.03
L040,long,1,-1.4299999999993815,1.4299999999993815,43.0,0.02,0.02
L040,long,2,-1.8700000000008004,1.8700000000008004,14.0,0.02,0.03
L041,long,1,-1.7399999999997817,1.7399999999997817,18.0,0.02,0.02
L046,long,1,-3.2600000000002183,3.2600000000002183,67.0,0.02,0.02
L046,long,2,-2.1500000000005457,2.1500000000005457,72.0,0.02,0.03
L046,long,3,-2.5499999999992724,2.5499999999992724,168.0,0.03,0.04
L048,long,1,-3.2899999999999636,3.2899999999999636,96.0,0.02,0.02
L048,long,2,-2.180000000000291,2.180000000000291,35.0,0.02,0.03
L048,long,3,-2.0599999999994907,2.0599999999994907,317.0,0.03,0.04
L048,long,4,-3.780000000000655,3.780000000000655,77.0,0.04,0.05
L048,long,5,-1.5099999999993088,1.5099999999993088,80.0,0.05,0.06
L050,long,1,-5.050000000000182,5.050000000000182,64.0,0.02,0.02
L050,long,2,-6.680000000000291,6.680000000000291,93.0,0.02,0.03
L051,long,1,-2.0799999999999272,2.0799999999999272,120.0,0.02,0.02
L052,long,1,-2.160000000000764,2.160000000000764,118.0,0.02,0.02
L060,long,1,-1.5200000000004366,1.5200000000004366,115.0,0.02,0.02
L060,long,2,-2.3299999999999272,2.3299999999999272,425.0,0.02,0.03
L063,long,1,-1.8699999999998909,1.8699999999998909,72.0,0.02,0.02
L063,long,2,-1.2899999999999636,1.2899999999999636,437.0,0.02,0.03
L065,long,1,-2.6099999999996726,2.6099999999996726,292.0,0.02,0.02
L065,long,2,-4.230000000000473,4.230000000000473,205.0,0.02,0.03
L065,long,3,-1.3799999999991996,1.3799999999991996,193.0,0.03,0.04
L066,long,1,-1.5599999999994907,1.5599999999994907,1183.0,0.02,0.02
L066,long,2,-2.069999999999709,2.069999999999709,674.0,0.02,0.03
L066,long,3,-7.5700000000006185,7.5700000000006185,1210.0,0.03,0.04
L067,long,1,-3.269999999999527,3.269999999999527,3307.0,0.02,0.02
L067,long,2,-1.9400000000005093,1.9400000000005093,753.0,0.02,0.02
L067,long,3,-4.819999999999709,4.819999999999709,1009.0,0.02,0.03
L067,long,4,-0.680000000000291,0.680000000000291,41.0,0.03,0.04
L067,long,5,-2.5100000000002183,2.5100000000002183,717.0,0.04,0.05
L068,long,1,-1.569999999999709,1.569999999999709,110.0,0.02,0.02
L068,long,2,-1.3100000000004002,1.3100000000004002,480.0,0.02,0.03
L074,long,1,-1.699999999999818,1.699999999999818,407.0,0.02,0.02
L074,long,2,-3.4700000000002547,3.4700000000002547,559.0,0.02,0.03
L074,long,3,-3.569999999999709,3.569999999999709,83.0,0.03,0.04
L075,long,1,-3.2200000000002547,3.2200000000002547,129.0,0.02,0.02
L078,long,1,0.6500000000005457,-0.6500000000005457,6.0,0.02,0.02
L078,long,2,-1.0,1.0,22.0,0.02,0.02
L078,long,3,-1.6500000000005457,1.6500000000005457,75.0,0.02,0.02
L079,long,1,-3.619999999999891,3.619999999999891,90.0,0.02,0.02
L082,long,1,-1.3500000000003638,1.3500000000003638,153.0,0.02,0.02
L082,long,2,-2.4700000000002547,2.4700000000002547,132.0,0.02,0.03
L082,long,3,-2.4199999999991633,2.4199999999991633,254.0,0.03,0.04
L083,long,1,-3.880000000000109,3.880000000000109,48.0,0.02,0.02
L084,long,1,-3.5299999999997453,3.5299999999997453,100.0,0.02,0.02
L084,long,2,-1.6300000000001091,1.6300000000001091,61.0,0.02,0.03
L084,long,3,-1.4099999999998545,1.4099999999998545,115.0,0.03,0.04
L084,long,4,-2.2899999999999636,2.2899999999999636,31.0,0.04,0.05
