Open Time,Ticket,Type,Size,Item,Price,Order,Comment,Entry,Commission,Fee,Swap,Profit,_sheet,_stmt
2026.07.23 02:33:21,481253686,sell,0.07,XAUUSD-STDc,4122.26,619899314,copy #1008029117,out,0,0,0,18.62,Sheet1,2026.07.23 23:59
2026.07.23 02:33:21,481253970,sell,0.05,XAUUSD-STDc,4122.26,619899526,copy #1008029138,out,0,0,0,13.3,Sheet1,2026.07.23 23:59
2026.07.23 02:33:22,481254189,sell,0.04,XAUUSD-STDc,4122.26,619899748,copy #1008029198,out,0,0,0,7.48,Sheet1,2026.07.23 23:59
2026.07.23 02:33:22,481254403,sell,0.03,XAUUSD-STDc,4122.26,619899967,copy #1008029235,out,0,0,0,5.49,Sheet1,2026.07.23 23:59
2026.07.23 02:33:22,481254662,sell,0.02,XAUUSD-STDc,4122.26,619900187,copy #1008029297,out,0,0,0,3.56,Sheet1,2026.07.23 23:59
2026.07.23 10:48:11,484232506,buy,0.11,XAUUSD-STDc,4093.18,623054994,copy #1009614674,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:12,484232829,buy,0.08,XAUUSD-STDc,4093.15,623055281,copy #1009614727,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:12,484233016,buy,0.06,XAUUSD-STDc,4093.15,623055526,copy #1009614805,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:14,484234349,buy,0.05,XAUUSD-STDc,4093.87,623057107,copy #1009614863,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:14,484234734,buy,0.04,XAUUSD-STDc,4093.87,623057284,copy #1009614864,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:14,484234874,buy,0.03,XAUUSD-STDc,4093.87,623057519,copy #1009615105,in,0,0,0,0,Sheet1,2026.07.23 23:59
2026.07.23 10:48:47,484239221,sell,0.03,XAUUSD-STDc,4094.74,623063061,copy #1009617586,out,0,0,0,2.61,Sheet1,2026.07.23 23:59
2026.07.23 10:48:47,484239291,sell,0.04,XAUUSD-STDc,4094.76,623063343,copy #1009617593,out,0,0,0,3.56,Sheet1,2026.07.23 23:59
2026.07.23 10:48:47,484239539,sell,0.05,XAUUSD-STDc,4094.74,623063605,copy #1009617620,out,0,0,0,4.35,Sheet1,2026.07.23 23:59
2026.07.23 10:48:48,484239733,sell,0.06,XAUUSD-STDc,4094.73,623063823,copy #1009617656,out,0,0,0,9.48,Sheet1,2026.07.23 23:59
2026.07.23 10:48:48,484239999,sell,0.08,XAUUSD-STDc,4094.78,623064059,copy #1009617692,out,0,0,0,13.04,Sheet1,2026.07.23 23:59
