rsi_14,macd_line,macd_signal,macd_hist,ema_20,ema_50,ema_ratio,bb_upper,bb_lower,bb_mid,bb_pct,atr_14,adx_14,is_london,is_ny,is_overlap,hour_sin,hour_cos,dow_sin,dow_cos,h1_trend
52.52886725331069,0.00024559003847568484,0.00039516769489303177,-0.00014957765641734693,1.08155223096178,1.0809366667614724,1.0005694729573305,1.082709731765157,1.0809412499818036,1.0818254908734803,0.35216632879397614,0.0008533045709621289,14.20249850453228,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1
48.29962191271908,0.00019563088482610347,0.00035526033287964614,-0.00015962944805354267,1.081524412352715,1.0809493518126538,1.0005319958230205,1.0826646018062855,1.081020225203519,1.0818424135049023,0.14589745601724366,0.0008327614745920808,14.602909571546352,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1
49.163220840518456,0.00015900960690440336,0.0003160101876845976,-0.00015700058078019425,1.0815049139589432,1.080963874456005,1.0005005158042033,1.0826724485442007,1.0810006965691923,1.0818365725566965,0.1908074006715782,0.0008216860761060017,14.64187969046388,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1
49.560233727804,0.00013058397888898732,0.00027892494592547554,-0.00014834096703648822,1.081489753828601,1.080978849284803,1.0004726313971233,1.0826727189625431,1.0810000562306439,1.0818363875965935,0.20666231937438406,0.0008148072442663766,14.798745916616657,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1
43.96320631114972,7.536411264652543e-05,0.00023821277926968553,-0.0001628486666231601,1.0814384770119265,1.0809777707737722,1.0004261939982582,1.0826621026800987,1.080875093081548,1.0817685978808234,0.04267138354038522,0.0008096665086521047,15.421651979499433,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1
46.14345472592996,4.171385264939431e-05,0.00019891299394562728,-0.00015719914129623297,1.0814045860091133,1.080981882566267,1.000391036565611,1.082563960384827,1.0808284157251509,1.081696188054989,0.14647030591717336,0.0008178887725075128,15.054191972265698,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1
49.40843040617984,3.1003590675426906e-05,0.00016533111329158722,-0.0001343275226161603,1.081393179098258,1.0809937622085755,1.0003694904666856,1.0824959915802614,1.0808013376705972,1.0816486646254293,0.2852946975064421,0.0008033507419432574,14.605081986839584,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1
54.9995081233782,5.2953992387916315e-05,0.00014285568911085304,-8.990169672293673e-05,1.0814195045714525,1.0810202655167411,1.0003693169013077,1.0824801782369848,1.0807975872325561,1.0816388827347705,0.51825389054616,0.0008421825049148735,14.107929389826504,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1
59.667208642843875,9.939574711004262e-05,0.00013416370071069096,-3.4767953600648344e-05,1.0814789572492614,1.081060402464651,1.000387170581455,1.0824808598587194,1.0807973579305739,1.0816391088946467,0.7403613485869875,0.0008472524915593611,13.851508859760216,0,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1
52.22628524075679,9.657954921538092e-05,0.00012664687041162896,-3.0067321196248034e-05,1.081487297478091,1.081080250589644,1.0003765186610567,1.082447073406022,1.0807911990203112,1.0816191362131666,0.4682303430445005,0.000888601923045185,13.555873848641678,0,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1
47.87700429127486,6.752165508605579e-05,0.00011482182734651433,-4.730017226045854e-05,1.0814641000381156,1.0810866613256715,1.0003491290069024,1.0823632825689073,1.0807772705461387,1.081570276557523,0.2941048400100147,0.0008957582401919307,13.281355624031606,0,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1
50.43838552301445,5.8825113293359266e-05,0.00010362248453588332,-4.479737124252405e-05,1.0814608279371059,1.0811001155080968,1.0003336531222546,1.0822159994021863,1.080828395038376,1.081522197220281,0.43337132313889365,0.000914495270705776,12.55185741259084,0,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1
52.92148810713995,6.613058357629598e-05,9.612410434396586e-05,-2.999352076766988e-05,1.0814755241637963,1.081120312481009,1.0003285588834903,1.082055128528979,1.080913734915999,1.081484431722489,0.6145149170101795,0.0008753057946972689,11.874466216252983,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1
55.3347446473538,8.591042815320193e-05,9.408136910581308e-05,-8.170940952611141e-06,1.0815065018500296,1.0811469978687829,1.0003325209078464,1.0819916921110495,1.0809493803184929,1.0814705362147712,0.8168472781680477,0.0008565352686604447,11.428129098863302,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1
68.15330598565261,0.00020841231430179796,0.00011694755814501006,9.14647561567879e-05,1.0816634488263226,1.0812257212896583,1.0004048438064739,1.0824671749286763,1.0806339995314826,1.0815505872300795,1.374906936608948,0.0009229941895997868,12.707974733939496,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1
69.56835458909093,0.00031826066750850757,0.00015721018001770958,0.00016105048749079798,1.0818248443985534,1.0813093440757402,1.0004767371387637,1.0828661812538047,1.080430544326137,1.081648362789971,1.2019681485995588,0.0009533353960246417,14.268440094806202,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1
72.1892309787136,0.0004326930631501913,0.00021230675664420595,0.00022038630650598535,1.082009067999308,1.0814054165514553,1.0005582101204724,1.0832923748806231,1.0802094771075867,1.081750925994105,1.1514216040294423,0.0009614398553058321,15.871483335787977,0,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1
74.20057447428005,0.0005443115715526581,0.0002787077196258964,0.00026560385192676166,1.082207855202373,1.0815109427114566,1.0006443878313143,1.0837312167586874,1.0800014532920594,1.0818663350253734,1.0978927688231988,0.0009798299065865055,17.86022258128889,0,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1
75.50702683972894,0.0006439776127080687,0.0003517616982423309,0.00029221591446573785,1.0824096998722248,1.0816213851241767,1.0007288268879388,1.0841608349462173,1.079868821900055,1.0820148284231361,1.0387671910149734,0.0009357074734671925,19.70690902353974,0,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1
73.63443331568622,0.0007061355898900779,0.0004226364765718803,0.00028349911331819754,1.0825820668154373,1.0817232740516975,1.0007939117002846,1.0844940267548957,1.0798152241441394,1.0821546254495176,0.9413367047569234,0.0009262868459352293,21.600732396207558,0,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1
75.28031107140849,0.0007682001262108162,0.0004917492064996675,0.00027645091971114874,1.0827635816378103,1.081831693596743,1.0008613983548302,1.0848416070032767,1.079760036168895,1.0823008215860859,0.9304084180957453,0.0009012238369700504,23.47058194935675,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1
70.54555457760387,0.0007866947035677363,0.0005507383059132813,0.000235956397654455,1.0829022877344774,1.0819253525009027,1.0009029599235442,1.0850776513620806,1.079819977818713,1.0824488145903968,0.8368754350776366,0.0009410399756541606,23.692698899305103,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1
69.1455300492184,0.0007858293124980431,0.0005977565072302337,0.00018807280526780942,1.0830201545354607,1.0820121970751733,1.000931558316082,1.0852657735334788,1.079913876639984,1.0825898250867314,0.7896289089492367,0.0009354195767099923,23.898950352828574,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1
66.19585164615043,0.0007628726758630577,0.0006307797409567986,0.00013209293490625917,1.0831108895334092,1.0820890862884573,1.0009442875433265,1.0853979155350595,1.0800444485807603,1.08272118205791,0.733809224320145,0.0009351559661411079,23.90650129144203,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1
66.48790563535171,0.0007387204262090385,0.0006523678780072466,8.635254820179195e-05,1.0831960005388643,1.0821642027120744,1.0009534577323886,1.0854727050436181,1.0802749798559186,1.0828738424497684,0.7175399044945378,0.0009515239601552042,24.21731182100919,1,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1
72.94762551765464,0.0007762440047025532,0.0006771431033463079,9.910090135624525e-05,1.0833504463002996,1.0822682606854808,1.0009999236364313,1.0856542887747909,1.0804669020799007,1.0830605954273458,0.8387226960194685,0.0009499352518807909,24.7599569489229,1,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1
62.54684757520902,0.0007448363525957014,0.0006906817531961867,5.4154599399514666e-05,1.0834281486084134,1.0823426944050891,1.0010028747908915,1.085701341694504,1.0807079998692237,1.0832046707818639,0.6925864055132194,0.0009743810801332031,23.555277387692104,1,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1
64.57622696315391,0.0007311276436241521,0.0006987709312817798,3.235671234237225e-05,1.0835215959106206,1.082423739537501,1.0010142574788583,1.0857837437573845,1.0808995726778223,1.0833416582176034,0.7186014876615135,0.0009325398027245764,22.436646366549223,1,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1
50.066889226297825,0.0006157746507335915,0.0006821716751721421,-6.639702443855062e-05,1.083491196207982,1.0824542752039878,1.000957935155089,1.0857658303990305,1.0810333501706235,1.083399590284827,0.45833236645592024,0.000953275408477089,21.68352043919723,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1
46.78280931467242,0.0004904487020089832,0.0006438270805395104,-0.00015337837853052726,1.0834303439724162,1.082469881969892,1.000887287506583,1.08568589553394,1.081241856843971,1.0834638761889555,0.362371032953452,0.000941375759929116,21.609176764896308,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1
54.34353970441105,0.00045215146238630766,0.00060549195690887,-0.0001533404945225623,1.0834534643973797,1.0825170673214464,1.0008650183024368,1.0855466615989047,1.0816240291866241,1.0835853453927644,0.5223735064983587,0.0009656631401282002,20.49315564345726,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1
54.777945546094664,0.00042110498551761744,0.0005686145626306194,-0.000147509577113002,1.0834792911538595,1.0825644233221905,1.0008450931990371,1.085378534015893,1.0820216470059265,1.0837000905109098,0.5073147619909995,0.0009462121678965749,19.456850316406715,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1
47.220063129316415,0.0003277627305688924,0.0005204441962182741,-0.00019268146564938168,1.083425988387933,1.0825783522943255,1.0007829789795917,1.0851838833934584,1.0823467450077884,1.0837653142006234,0.20191722290882738,0.0009699343223422025,19.554725512965355,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1
42.99512454700554,0.00020842569903956054,0.0004580404967825314,-0.00024961479774297086,1.0833270575621845,1.0825708567030805,1.000698523200049,1.085057982356854,1.0825312885292258,1.0837946354430399,-0.05702068453099416,0.0009592099779654167,19.978570608295403,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1
