pair,year,gap_start,gap_end,gap_minutes,missing_minutes
USDJPY,2023,2023-03-21T06:59:00Z,2023-03-21T08:00:00Z,61,60
USDJPY,2023,2023-03-21T08:59:00Z,2023-03-21T10:00:00Z,61,60
USDJPY,2023,2023-03-21T10:59:00Z,2023-03-21T12:00:00Z,61,60
USDJPY,2023,2023-03-21T13:59:00Z,2023-03-21T15:00:00Z,61,60
USDJPY,2023,2023-03-21T15:59:00Z,2023-03-21T18:00:00Z,121,120
USDJPY,2023,2023-03-22T05:59:00Z,2023-03-22T07:00:00Z,61,60
USDJPY,2023,2023-03-22T07:59:00Z,2023-03-22T09:00:00Z,61,60
USDJPY,2023,2023-03-22T09:59:00Z,2023-03-22T11:00:00Z,61,60
USDJPY,2023,2023-03-22T11:59:00Z,2023-03-22T13:00:00Z,61,60
USDJPY,2023,2023-03-22T13:59:00Z,2023-03-22T15:00:00Z,61,60
USDJPY,2023,2023-03-22T15:59:00Z,2023-03-22T17:00:00Z,61,60
USDJPY,2023,2023-03-22T17:59:00Z,2023-03-22T19:00:00Z,61,60
USDJPY,2023,2023-03-23T05:59:00Z,2023-03-23T07:00:00Z,61,60
USDJPY,2023,2023-03-23T07:59:00Z,2023-03-23T09:00:00Z,61,60
USDJPY,2023,2023-03-23T09:59:00Z,2023-03-23T11:00:00Z,61,60
USDJPY,2023,2023-03-23T11:59:00Z,2023-03-23T13:00:00Z,61,60
USDJPY,2023,2023-03-23T13:59:00Z,2023-03-23T15:00:00Z,61,60
USDJPY,2023,2023-03-23T15:59:00Z,2023-03-23T17:00:00Z,61,60
USDJPY,2023,2023-03-23T17:59:00Z,2023-03-23T19:00:00Z,61,60
USDJPY,2023,2023-03-24T04:59:00Z,2023-03-24T06:00:00Z,61,60
USDJPY,2023,2023-03-24T06:59:00Z,2023-03-24T08:00:00Z,61,60
USDJPY,2023,2023-03-24T08:59:00Z,2023-03-24T10:00:00Z,61,60
USDJPY,2023,2023-03-24T10:59:00Z,2023-03-24T12:00:00Z,61,60
USDJPY,2023,2023-03-24T12:59:00Z,2023-03-24T14:00:00Z,61,60
USDJPY,2023,2023-03-24T14:59:00Z,2023-03-27T00:00:00Z,541,540
USDJPY,2023,2023-03-27T06:59:00Z,2023-03-27T08:00:00Z,61,60
USDJPY,2023,2023-03-27T09:59:00Z,2023-03-27T11:00:00Z,61,60
USDJPY,2023,2023-03-27T11:59:00Z,2023-03-27T14:00:00Z,121,120
USDJPY,2023,2023-03-27T14:59:00Z,2023-03-27T16:00:00Z,61,60
USDJPY,2023,2023-03-27T16:59:00Z,2023-03-27T18:00:00Z,61,60
USDJPY,2023,2023-03-27T18:59:00Z,2023-03-27T20:00:00Z,61,60
USDJPY,2023,2023-03-28T06:59:00Z,2023-03-28T08:00:00Z,61,60
USDJPY,2023,2023-03-28T09:59:00Z,2023-03-28T11:00:00Z,61,60
USDJPY,2023,2023-03-28T11:59:00Z,2023-03-28T14:00:00Z,121,120
USDJPY,2023,2023-03-28T14:59:00Z,2023-03-28T16:00:00Z,61,60
USDJPY,2023,2023-03-28T16:59:00Z,2023-03-28T18:00:00Z,61,60
USDJPY,2023,2023-03-28T18:59:00Z,2023-03-28T20:00:00Z,61,60
USDJPY,2023,2023-03-29T06:59:00Z,2023-03-29T08:00:00Z,61,60
USDJPY,2023,2023-03-29T08:59:00Z,2023-03-29T10:00:00Z,61,60
USDJPY,2023,2023-03-29T10:59:00Z,2023-03-29T13:00:00Z,121,120
USDJPY,2023,2023-03-29T13:59:00Z,2023-03-29T15:00:00Z,61,60
USDJPY,2023,2023-03-29T16:59:00Z,2023-03-29T18:00:00Z,61,60
USDJPY,2023,2023-03-29T18:59:00Z,2023-03-29T20:00:00Z,61,60
USDJPY,2023,2023-03-30T06:59:00Z,2023-03-30T09:00:00Z,121,120
USDJPY,2023,2023-03-30T13:59:00Z,2023-03-30T15:00:00Z,61,60
USDJPY,2023,2023-03-30T15:59:00Z,2023-03-30T20:00:00Z,241,240
USDJPY,2023,2023-03-31T06:59:00Z,2023-03-31T08:00:00Z,61,60
USDJPY,2023,2023-03-31T08:59:00Z,2023-03-31T11:00:00Z,121,120
USDJPY,2023,2023-03-31T12:59:00Z,2023-03-31T15:00:00Z,121,120
USDJPY,2023,2023-03-31T15:59:00Z,2023-04-03T00:00:00Z,481,480
USDJPY,2023,2023-04-03T05:59:00Z,2023-04-03T07:00:00Z,61,60
USDJPY,2023,2023-04-03T08:59:00Z,2023-04-03T10:00:00Z,61,60
USDJPY,2023,2023-04-03T10:59:00Z,2023-04-03T12:00:00Z,61,60
USDJPY,2023,2023-04-03T12:59:00Z,2023-04-03T15:00:00Z,121,120
USDJPY,2023,2023-04-03T15:59:00Z,2023-04-03T17:01:00Z,62,61
USDJPY,2023,2023-04-03T17:59:00Z,2023-04-03T19:00:00Z,61,60
USDJPY,2023,2023-04-04T06:59:00Z,2023-04-04T08:00:00Z,61,60
USDJPY,2023,2023-04-04T08:59:00Z,2023-04-04T10:00:00Z,61,60
USDJPY,2023,2023-04-04T10:59:00Z,2023-04-04T12:00:00Z,61,60
USDJPY,2023,2023-04-04T12:59:00Z,2023-04-04T14:00:00Z,61,60
USDJPY,2023,2023-04-04T14:59:00Z,2023-04-04T16:00:00Z,61,60
USDJPY,2023,2023-04-04T16:59:00Z,2023-04-04T18:00:00Z,61,60
USDJPY,2023,2023-04-04T18:59:00Z,2023-04-04T20:00:00Z,61,60
USDJPY,2023,2023-04-05T05:59:00Z,2023-04-05T07:00:00Z,61,60
USDJPY,2023,2023-04-05T07:59:00Z,2023-04-05T09:00:00Z,61,60
USDJPY,2023,2023-04-05T09:59:00Z,2023-04-05T11:00:00Z,61,60
USDJPY,2023,2023-04-05T11:59:00Z,2023-04-05T13:00:00Z,61,60
USDJPY,2023,2023-04-05T13:59:00Z,2023-04-05T15:00:00Z,61,60
USDJPY,2023,2023-04-05T15:59:00Z,2023-04-05T17:00:00Z,61,60
USDJPY,2023,2023-04-05T17:59:00Z,2023-04-05T19:00:00Z,61,60
USDJPY,2023,2023-04-06T19:59:00Z,2023-04-10T00:00:00Z,1681,1680
USDJPY,2023,2023-04-10T06:59:00Z,2023-04-10T09:00:00Z,121,120
USDJPY,2023,2023-04-10T09:59:00Z,2023-04-10T11:00:00Z,61,60
USDJPY,2023,2023-04-10T12:59:00Z,2023-04-10T14:00:00Z,61,60
USDJPY,2023,2023-04-10T14:59:00Z,2023-04-10T16:00:00Z,61,60
USDJPY,2023,2023-04-10T16:59:00Z,2023-04-10T18:00:00Z,61,60
USDJPY,2023,2023-04-10T18:59:00Z,2023-04-10T20:00:00Z,61,60
USDJPY,2023,2023-04-11T06:59:00Z,2023-04-11T09:00:00Z,121,120
USDJPY,2023,2023-04-11T10:59:00Z,2023-04-11T13:00:00Z,121,120
USDJPY,2023,2023-04-11T13:59:00Z,2023-04-11T15:00:00Z,61,60
USDJPY,2023,2023-04-11T15:59:00Z,2023-04-11T17:00:00Z,61,60
USDJPY,2023,2023-04-11T18:59:00Z,2023-04-11T20:00:00Z,61,60
USDJPY,2023,2023-04-12T06:59:00Z,2023-04-12T08:00:00Z,61,60
USDJPY,2023,2023-04-12T08:59:00Z,2023-04-12T11:00:00Z,121,120
USDJPY,2023,2023-04-12T11:59:00Z,2023-04-12T13:00:00Z,61,60
USDJPY,2023,2023-04-12T14:59:00Z,2023-04-12T16:00:00Z,61,60
USDJPY,2023,2023-04-12T16:59:00Z,2023-04-12T18:00:00Z,61,60
USDJPY,2023,2023-04-12T18:59:00Z,2023-04-12T20:00:00Z,61,60
USDJPY,2023,2023-04-13T05:59:00Z,2023-04-13T08:00:00Z,121,120
USDJPY,2023,2023-04-13T09:59:00Z,2023-04-13T11:00:00Z,61,60
USDJPY,2023,2023-04-13T11:59:00Z,2023-04-13T13:00:00Z,61,60
USDJPY,2023,2023-04-13T13:59:00Z,2023-04-13T15:00:00Z,61,60
USDJPY,2023,2023-04-13T16:59:00Z,2023-04-13T18:00:00Z,61,60
USDJPY,2023,2023-04-13T18:59:00Z,2023-04-13T20:00:00Z,61,60
USDJPY,2023,2023-04-14T05:59:00Z,2023-04-14T07:00:00Z,61,60
USDJPY,2023,2023-04-14T07:59:00Z,2023-04-14T09:00:00Z,61,60
USDJPY,2023,2023-04-14T10:59:00Z,2023-04-14T13:00:00Z,121,120
USDJPY,2023,2023-04-14T14:59:00Z,2023-04-14T16:00:00Z,61,60
USDJPY,2023,2023-04-14T16:59:00Z,2023-04-17T00:00:00Z,421,420
USDJPY,2023,2023-04-17T04:59:00Z,2023-04-17T06:00:00Z,61,60
USDJPY,2023,2023-04-17T07:59:00Z,2023-04-17T10:00:00Z,121,120
USDJPY,2023,2023-04-17T10:59:00Z,2023-04-17T12:00:00Z,61,60
USDJPY,2023,2023-04-17T12:59:00Z,2023-04-17T14:00:00Z,61,60
USDJPY,2023,2023-04-17T14:59:00Z,2023-04-17T16:00:00Z,61,60
USDJPY,2023,2023-04-17T16:59:00Z,2023-04-17T18:00:00Z,61,60
USDJPY,2023,2023-04-17T18:59:00Z,2023-04-17T20:00:00Z,61,60
USDJPY,2023,2023-04-18T06:59:00Z,2023-04-18T09:00:00Z,121,120
USDJPY,2023,2023-04-18T09:59:00Z,2023-04-18T11:00:00Z,61,60
USDJPY,2023,2023-04-18T11:59:00Z,2023-04-18T13:00:00Z,61,60
USDJPY,2023,2023-04-18T14:59:00Z,2023-04-18T16:00:00Z,61,60
USDJPY,2023,2023-04-18T16:59:00Z,2023-04-18T18:00:00Z,61,60
USDJPY,2023,2023-04-18T18:59:00Z,2023-04-18T20:00:00Z,61,60
USDJPY,2023,2023-04-19T06:59:00Z,2023-04-19T09:00:00Z,121,120
USDJPY,2023,2023-04-19T09:59:00Z,2023-04-19T11:00:00Z,61,60
USDJPY,2023,2023-04-19T11:59:00Z,2023-04-19T13:00:00Z,61,60
USDJPY,2023,2023-04-19T14:59:00Z,2023-04-19T16:00:00Z,61,60
USDJPY,2023,2023-04-19T16:59:00Z,2023-04-19T18:00:00Z,61,60
USDJPY,2023,2023-04-19T18:59:00Z,2023-04-19T20:00:00Z,61,60
USDJPY,2023,2023-04-20T06:59:00Z,2023-04-20T08:00:00Z,61,60
USDJPY,2023,2023-04-20T08:59:00Z,2023-04-20T10:00:00Z,61,60
USDJPY,2023,2023-04-20T10:59:00Z,2023-04-20T12:00:00Z,61,60
USDJPY,2023,2023-04-20T12:59:00Z,2023-04-20T14:00:00Z,61,60
USDJPY,2023,2023-04-20T14:59:00Z,2023-04-20T16:00:00Z,61,60
USDJPY,2023,2023-04-20T16:59:00Z,2023-04-20T18:00:00Z,61,60
USDJPY,2023,2023-04-20T18:59:00Z,2023-04-20T20:00:00Z,61,60
USDJPY,2023,2023-04-21T05:59:00Z,2023-04-21T07:00:00Z,61,60
USDJPY,2023,2023-04-21T07:59:00Z,2023-04-21T09:00:00Z,61,60
USDJPY,2023,2023-04-21T09:59:00Z,2023-04-21T11:00:00Z,61,60
USDJPY,2023,2023-04-21T11:59:00Z,2023-04-21T13:00:00Z,61,60
USDJPY,2023,2023-04-21T13:59:00Z,2023-04-21T15:00:00Z,61,60
USDJPY,2023,2023-04-21T15:59:00Z,2023-04-24T00:00:00Z,481,480
USDJPY,2023,2023-04-24T05:59:00Z,2023-04-24T07:00:00Z,61,60
USDJPY,2023,2023-04-24T07:59:00Z,2023-04-24T09:00:00Z,61,60
USDJPY,2023,2023-04-24T09:59:00Z,2023-04-24T11:00:00Z,61,60
USDJPY,2023,2023-04-24T11:59:00Z,2023-04-24T13:00:00Z,61,60
USDJPY,2023,2023-04-24T13:59:00Z,2023-04-24T15:00:00Z,61,60
USDJPY,2023,2023-04-24T15:59:00Z,2023-04-24T17:00:00Z,61,60
USDJPY,2023,2023-04-24T17:59:00Z,2023-04-24T19:00:00Z,61,60
USDJPY,2023,2023-04-25T05:59:00Z,2023-04-25T07:00:00Z,61,60
USDJPY,2023,2023-04-25T07:59:00Z,2023-04-25T09:00:00Z,61,60
USDJPY,2023,2023-04-25T09:59:00Z,2023-04-25T11:00:00Z,61,60
USDJPY,2023,2023-04-25T11:59:00Z,2023-04-25T13:00:00Z,61,60
USDJPY,2023,2023-04-25T13:59:00Z,2023-04-25T15:00:00Z,61,60
USDJPY,2023,2023-04-25T15:59:00Z,2023-04-25T17:00:00Z,61,60
USDJPY,2023,2023-04-25T17:59:00Z,2023-04-25T19:00:00Z,61,60
USDJPY,2023,2023-04-26T05:59:00Z,2023-04-26T07:00:00Z,61,60
USDJPY,2023,2023-04-26T07:59:00Z,2023-04-26T09:00:00Z,61,60
USDJPY,2023,2023-04-26T10:59:00Z,2023-04-26T12:00:00Z,61,60
USDJPY,2023,2023-04-26T12:59:00Z,2023-04-26T15:00:00Z,121,120
USDJPY,2023,2023-04-26T15:59:00Z,2023-04-26T17:00:00Z,61,60
USDJPY,2023,2023-04-26T17:59:00Z,2023-04-26T19:00:00Z,61,60
USDJPY,2023,2023-04-27T06:59:00Z,2023-04-27T08:00:00Z,61,60
USDJPY,2023,2023-04-27T08:59:00Z,2023-04-27T10:00:00Z,61,60
USDJPY,2023,2023-04-27T10:59:00Z,2023-04-27T13:00:00Z,121,120
USDJPY,2023,2023-04-27T14:59:00Z,2023-04-27T16:00:00Z,61,60
USDJPY,2023,2023-04-27T16:59:00Z,2023-04-27T18:00:00Z,61,60
USDJPY,2023,2023-04-27T18:59:00Z,2023-04-27T20:00:00Z,61,60
USDJPY,2023,2023-04-28T06:59:00Z,2023-04-28T09:00:00Z,121,120
USDJPY,2023,2023-04-28T10:59:00Z,2023-04-28T13:00:00Z,121,120
USDJPY,2023,2023-04-28T14:59:00Z,2023-05-01T00:00:00Z,541,540
USDJPY,2023,2023-05-01T05:59:00Z,2023-05-01T07:00:00Z,61,60
USDJPY,2023,2023-05-01T07:59:00Z,2023-05-01T09:00:00Z,61,60
USDJPY,2023,2023-05-01T09:59:00Z,2023-05-01T11:00:00Z,61,60
USDJPY,2023,2023-05-01T11:59:00Z,2023-05-01T13:00:00Z,61,60
USDJPY,2023,2023-05-01T13:59:00Z,2023-05-01T15:00:00Z,61,60
USDJPY,2023,2023-05-01T15:59:00Z,2023-05-01T17:00:00Z,61,60
USDJPY,2023,2023-05-01T18:59:00Z,2023-05-01T20:00:00Z,61,60
USDJPY,2023,2023-05-02T05:59:00Z,2023-05-02T07:00:00Z,61,60
USDJPY,2023,2023-05-02T08:59:00Z,2023-05-02T11:00:00Z,121,120
USDJPY,2023,2023-05-02T12:59:00Z,2023-05-02T15:00:00Z,121,120
USDJPY,2023,2023-05-02T17:59:00Z,2023-05-02T20:00:00Z,121,120
USDJPY,2023,2023-05-03T04:59:00Z,2023-05-03T06:00:00Z,61,60
USDJPY,2023,2023-05-03T06:59:00Z,2023-05-03T08:00:00Z,61,60
USDJPY,2023,2023-05-03T08:59:00Z,2023-05-03T10:00:00Z,61,60
USDJPY,2023,2023-05-03T10:59:00Z,2023-05-03T12:00:00Z,61,60
USDJPY,2023,2023-05-03T12:59:00Z,2023-05-03T14:00:00Z,61,60
USDJPY,2023,2023-05-03T14:59:00Z,2023-05-03T16:00:00Z,61,60
USDJPY,2023,2023-05-03T16:59:00Z,2023-05-03T18:00:00Z,61,60
USDJPY,2023,2023-05-03T18:59:00Z,2023-05-03T20:00:00Z,61,60
USDJPY,2023,2023-05-04T06:59:00Z,2023-05-04T08:00:00Z,61,60
USDJPY,2023,2023-05-04T08:59:00Z,2023-05-04T10:00:00Z,61,60
USDJPY,2023,2023-05-04T10:59:00Z,2023-05-04T12:00:00Z,61,60
USDJPY,2023,2023-05-04T12:59:00Z,2023-05-04T14:00:00Z,61,60
USDJPY,2023,2023-05-04T14:59:00Z,2023-05-04T16:00:00Z,61,60
USDJPY,2023,2023-05-04T16:59:00Z,2023-05-04T18:00:00Z,61,60
USDJPY,2023,2023-05-04T18:59:00Z,2023-05-04T20:00:00Z,61,60
USDJPY,2023,2023-05-05T05:59:00Z,2023-05-05T07:00:00Z,61,60
USDJPY,2023,2023-05-05T07:59:00Z,2023-05-05T09:00:00Z,61,60
USDJPY,2023,2023-05-05T09:59:00Z,2023-05-05T11:00:00Z,61,60
USDJPY,2023,2023-05-05T11:59:00Z,2023-05-05T13:00:00Z,61,60
USDJPY,2023,2023-05-05T13:59:00Z,2023-05-05T15:00:00Z,61,60
USDJPY,2023,2023-05-05T15:59:00Z,2023-05-08T00:00:00Z,481,480
USDJPY,2023,2023-05-08T04:59:00Z,2023-05-08T07:00:00Z,121,120
USDJPY,2023,2023-05-08T10:59:00Z,2023-05-08T12:00:00Z,61,60
USDJPY,2023,2023-05-08T12:59:00Z,2023-05-08T15:00:00Z,121,120
USDJPY,2023,2023-05-08T15:59:00Z,2023-05-08T17:00:00Z,61,60
USDJPY,2023,2023-05-08T18:59:00Z,2023-05-08T20:00:00Z,61,60
USDJPY,2023,2023-05-09T04:59:00Z,2023-05-09T06:00:00Z,61,60
USDJPY,2023,2023-05-09T06:59:00Z,2023-05-09T08:00:00Z,61,60
USDJPY,2023,2023-05-09T08:59:00Z,2023-05-09T10:00:00Z,61,60
USDJPY,2023,2023-05-09T10:59:00Z,2023-05-09T12:00:00Z,61,60
USDJPY,2023,2023-05-09T12:59:00Z,2023-05-09T14:00:00Z,61,60
USDJPY,2023,2023-05-09T14:59:00Z,2023-05-09T16:00:00Z,61,60
USDJPY,2023,2023-05-09T16:59:00Z,2023-05-09T18:00:00Z,61,60
USDJPY,2023,2023-05-09T18:59:00Z,2023-05-09T20:00:00Z,61,60
USDJPY,2023,2023-05-10T06:59:00Z,2023-05-10T08:00:00Z,61,60
USDJPY,2023,2023-05-10T08:59:00Z,2023-05-10T10:00:00Z,61,60
USDJPY,2023,2023-05-10T10:59:00Z,2023-05-10T13:00:00Z,121,120
USDJPY,2023,2023-05-10T13:59:00Z,2023-05-10T15:00:00Z,61,60
USDJPY,2023,2023-05-10T16:59:00Z,2023-05-10T19:00:00Z,121,120
USDJPY,2023,2023-05-11T06:59:00Z,2023-05-11T08:00:00Z,61,60
USDJPY,2023,2023-05-11T08:59:00Z,2023-05-11T10:00:00Z,61,60
USDJPY,2023,2023-05-11T10:59:00Z,2023-05-11T12:00:00Z,61,60
USDJPY,2023,2023-05-11T12:59:00Z,2023-05-11T15:00:00Z,121,120
USDJPY,2023,2023-05-11T16:59:00Z,2023-05-11T18:00:00Z,61,60
USDJPY,2023,2023-05-11T18:59:00Z,2023-05-11T20:00:00Z,61,60
USDJPY,2023,2023-05-12T05:59:00Z,2023-05-12T07:00:00Z,61,60
USDJPY,2023,2023-05-12T07:59:00Z,2023-05-12T09:00:00Z,61,60
USDJPY,2023,2023-05-12T10:59:00Z,2023-05-12T12:00:00Z,61,60
USDJPY,2023,2023-05-12T12:59:00Z,2023-05-12T15:00:00Z,121,120
USDJPY,2023,2023-05-12T15:59:00Z,2023-05-15T00:00:00Z,481,480
USDJPY,2023,2023-05-15T05:59:00Z,2023-05-15T07:00:00Z,61,60
USDJPY,2023,2023-05-15T08:59:00Z,2023-05-15T11:00:00Z,121,120
USDJPY,2023,2023-05-15T12:59:00Z,2023-05-15T14:00:00Z,61,60
USDJPY,2023,2023-05-15T14:59:00Z,2023-05-15T16:00:00Z,61,60
USDJPY,2023,2023-05-15T16:59:00Z,2023-05-15T18:00:00Z,61,60
USDJPY,2023,2023-05-15T18:59:00Z,2023-05-15T20:00:00Z,61,60
USDJPY,2023,2023-05-16T05:59:00Z,2023-05-16T07:00:00Z,61,60
USDJPY,2023,2023-05-16T07:59:00Z,2023-05-16T09:00:00Z,61,60
USDJPY,2023,2023-05-16T09:59:00Z,2023-05-16T11:00:00Z,61,60
USDJPY,2023,2023-05-16T11:59:00Z,2023-05-16T13:00:00Z,61,60
USDJPY,2023,2023-05-16T13:59:00Z,2023-05-16T15:00:00Z,61,60
USDJPY,2023,2023-05-16T15:59:00Z,2023-05-16T17:00:00Z,61,60
USDJPY,2023,2023-05-16T17:59:00Z,2023-05-16T19:00:00Z,61,60
USDJPY,2023,2023-05-17T06:59:00Z,2023-05-17T09:00:00Z,121,120
USDJPY,2023,2023-05-17T09:59:00Z,2023-05-17T11:00:00Z,61,60
USDJPY,2023,2023-05-17T11:59:00Z,2023-05-17T13:00:00Z,61,60
USDJPY,2023,2023-05-17T13:59:00Z,2023-05-17T15:00:00Z,61,60
USDJPY,2023,2023-05-17T15:59:00Z,2023-05-17T17:00:00Z,61,60
USDJPY,2023,2023-05-17T17:59:00Z,2023-05-17T19:00:00Z,61,60
USDJPY,2023,2023-05-18T06:59:00Z,2023-05-18T08:00:00Z,61,60
USDJPY,2023,2023-05-18T08:59:00Z,2023-05-18T10:00:00Z,61,60
USDJPY,2023,2023-05-18T10:59:00Z,2023-05-18T12:00:00Z,61,60
USDJPY,2023,2023-05-18T12:59:00Z,2023-05-18T14:00:00Z,61,60
USDJPY,2023,2023-05-18T14:59:00Z,2023-05-18T16:00:00Z,61,60
USDJPY,2023,2023-05-18T16:59:00Z,2023-05-18T18:00:00Z,61,60
USDJPY,2023,2023-05-18T18:59:00Z,2023-05-18T20:00:00Z,61,60
USDJPY,2023,2023-05-19T05:59:00Z,2023-05-19T07:00:00Z,61,60
USDJPY,2023,2023-05-19T07:59:00Z,2023-05-19T09:00:00Z,61,60
USDJPY,2023,2023-05-19T09:59:00Z,2023-05-19T11:00:00Z,61,60
USDJPY,2023,2023-05-19T11:59:00Z,2023-05-19T13:00:00Z,61,60
USDJPY,2023,2023-05-19T13:59:00Z,2023-05-19T15:00:00Z,61,60
USDJPY,2023,2023-05-19T15:59:00Z,2023-05-22T00:00:00Z,481,480
USDJPY,2023,2023-05-22T07:59:00Z,2023-05-22T11:00:00Z,181,180
USDJPY,2023,2023-05-22T11:59:00Z,2023-05-22T13:00:00Z,61,60
USDJPY,2023,2023-05-22T14:59:00Z,2023-05-22T17:00:00Z,121,120
USDJPY,2023,2023-05-22T17:59:00Z,2023-05-22T19:00:00Z,61,60
USDJPY,2023,2023-05-23T06:59:00Z,2023-05-23T08:00:00Z,61,60
USDJPY,2023,2023-05-23T08:59:00Z,2023-05-23T10:00:00Z,61,60
USDJPY,2023,2023-05-23T10:59:00Z,2023-05-23T12:00:00Z,61,60
USDJPY,2023,2023-05-23T12:59:00Z,2023-05-23T14:00:00Z,61,60
USDJPY,2023,2023-05-23T14:59:00Z,2023-05-23T16:00:00Z,61,60
USDJPY,2023,2023-05-23T16:59:00Z,2023-05-23T18:00:00Z,61,60
USDJPY,2023,2023-05-23T18:59:00Z,2023-05-23T20:00:00Z,61,60
USDJPY,2023,2023-05-24T06:59:00Z,2023-05-24T08:00:00Z,61,60
USDJPY,2023,2023-05-24T08:59:00Z,2023-05-24T10:00:00Z,61,60
USDJPY,2023,2023-05-24T10:59:00Z,2023-05-24T12:00:00Z,61,60
USDJPY,2023,2023-05-24T12:59:00Z,2023-05-24T14:00:00Z,61,60
USDJPY,2023,2023-05-24T14:59:00Z,2023-05-24T16:00:00Z,61,60
USDJPY,2023,2023-05-24T16:59:00Z,2023-05-24T18:00:00Z,61,60
USDJPY,2023,2023-05-24T18:59:00Z,2023-05-24T20:00:00Z,61,60
USDJPY,2023,2023-05-25T07:59:00Z,2023-05-25T10:00:00Z,121,120
USDJPY,2023,2023-05-25T10:59:00Z,2023-05-25T12:00:00Z,61,60
USDJPY,2023,2023-05-25T12:59:00Z,2023-05-25T15:00:00Z,121,120
USDJPY,2023,2023-05-25T15:59:00Z,2023-05-25T17:00:00Z,61,60
USDJPY,2023,2023-05-25T17:59:00Z,2023-05-25T19:00:00Z,61,60
USDJPY,2023,2023-05-26T05:59:00Z,2023-05-26T07:00:00Z,61,60
USDJPY,2023,2023-05-26T07:59:00Z,2023-05-26T09:00:00Z,61,60
USDJPY,2023,2023-05-26T09:59:00Z,2023-05-26T11:00:00Z,61,60
USDJPY,2023,2023-05-26T11:59:00Z,2023-05-26T13:00:00Z,61,60
USDJPY,2023,2023-05-26T13:59:00Z,2023-05-26T15:00:00Z,61,60
USDJPY,2023,2023-05-26T15:59:00Z,2023-05-29T00:00:00Z,481,480
USDJPY,2023,2023-05-29T05:59:00Z,2023-05-29T07:00:00Z,61,60
USDJPY,2023,2023-05-29T07:59:00Z,2023-05-29T09:00:00Z,61,60
USDJPY,2023,2023-05-29T09:59:00Z,2023-05-29T11:00:00Z,61,60
USDJPY,2023,2023-05-29T11:59:00Z,2023-05-29T13:00:00Z,61,60
USDJPY,2023,2023-05-29T14:59:00Z,2023-05-29T16:00:00Z,61,60
USDJPY,2023,2023-05-29T16:59:00Z,2023-05-29T19:00:00Z,121,120
USDJPY,2023,2023-05-30T05:59:00Z,2023-05-30T07:00:00Z,61,60
USDJPY,2023,2023-05-30T07:59:00Z,2023-05-30T09:00:00Z,61,60
USDJPY,2023,2023-05-30T10:59:00Z,2023-05-30T13:00:00Z,121,120
USDJPY,2023,2023-05-30T13:59:00Z,2023-05-30T15:00:00Z,61,60
USDJPY,2023,2023-05-30T15:59:00Z,2023-05-30T17:00:00Z,61,60
USDJPY,2023,2023-05-30T17:59:00Z,2023-05-30T19:00:00Z,61,60
USDJPY,2023,2023-05-31T06:59:00Z,2023-05-31T08:00:00Z,61,60
USDJPY,2023,2023-05-31T08:59:00Z,2023-05-31T10:00:00Z,61,60
USDJPY,2023,2023-05-31T10:59:00Z,2023-05-31T12:00:00Z,61,60
USDJPY,2023,2023-05-31T12:59:00Z,2023-05-31T14:00:00Z,61,60
USDJPY,2023,2023-05-31T14:59:00Z,2023-05-31T16:00:00Z,61,60
USDJPY,2023,2023-05-31T16:59:00Z,2023-05-31T18:00:00Z,61,60
USDJPY,2023,2023-05-31T18:59:00Z,2023-05-31T20:00:00Z,61,60
USDJPY,2023,2023-06-01T06:59:00Z,2023-06-01T08:00:00Z,61,60
USDJPY,2023,2023-06-01T08:59:00Z,2023-06-01T11:00:00Z,121,120
USDJPY,2023,2023-06-01T11:59:00Z,2023-06-01T13:00:00Z,61,60
USDJPY,2023,2023-06-01T14:59:00Z,2023-06-01T16:00:00Z,61,60
USDJPY,2023,2023-06-01T16:59:00Z,2023-06-01T19:00:00Z,121,120
USDJPY,2023,2023-06-02T06:59:00Z,2023-06-02T08:00:00Z,61,60
USDJPY,2023,2023-06-02T08:59:00Z,2023-06-02T10:00:00Z,61,60
USDJPY,2023,2023-06-02T10:59:00Z,2023-06-02T12:00:00Z,61,60
USDJPY,2023,2023-06-02T12:59:00Z,2023-06-02T14:00:00Z,61,60
USDJPY,2023,2023-06-02T14:59:00Z,2023-06-02T16:00:00Z,61,60
USDJPY,2023,2023-06-02T16:59:00Z,2023-06-05T00:00:00Z,421,420
USDJPY,2023,2023-06-05T05:59:00Z,2023-06-05T07:00:00Z,61,60
USDJPY,2023,2023-06-05T07:59:00Z,2023-06-05T09:00:00Z,61,60
USDJPY,2023,2023-06-05T09:59:00Z,2023-06-05T11:00:00Z,61,60
USDJPY,2023,2023-06-05T11:59:00Z,2023-06-05T13:00:00Z,61,60
USDJPY,2023,2023-06-05T13:59:00Z,2023-06-05T15:00:00Z,61,60
USDJPY,2023,2023-06-05T15:59:00Z,2023-06-05T17:00:00Z,61,60
USDJPY,2023,2023-06-05T17:59:00Z,2023-06-05T19:00:00Z,61,60
USDJPY,2023,2023-06-06T05:59:00Z,2023-06-06T07:00:00Z,61,60
USDJPY,2023,2023-06-06T08:59:00Z,2023-06-06T10:00:00Z,61,60
USDJPY,2023,2023-06-06T10:59:00Z,2023-06-06T12:00:00Z,61,60
USDJPY,2023,2023-06-06T12:59:00Z,2023-06-06T14:00:00Z,61,60
USDJPY,2023,2023-06-06T14:59:00Z,2023-06-06T16:00:00Z,61,60
