20260301 170000;155.948000;156.013000;155.948000;155.952000;0
20260301 170100;155.951000;156.004000;155.951000;156.002000;0
20260301 170200;155.999000;156.049000;155.998000;156.048000;0
20260301 170300;156.039000;156.090000;156.039000;156.090000;0
20260301 170400;156.089000;156.144000;156.054000;156.135000;0
20260301 170500;156.138000;156.140000;156.119000;156.121000;0
20260301 170600;156.119000;156.121000;156.117000;156.119000;0
20260301 170700;156.119000;156.130000;156.118000;156.120000;0
20260301 170800;156.135000;156.141000;156.135000;156.140000;0
20260301 170900;156.153000;156.160000;156.153000;156.157000;0
20260301 171000;156.157000;156.201000;156.155000;156.199000;0
20260301 171100;156.200000;156.252000;156.200000;156.243000;0
20260301 171200;156.243000;156.262000;156.196000;156.251000;0
20260301 171300;156.251000;156.252000;156.251000;156.252000;0
20260301 171400;156.253000;156.253000;156.252000;156.252000;0
20260301 171500;156.253000;156.256000;156.252000;156.255000;0
20260301 171600;156.256000;156.258000;156.254000;156.258000;0
20260301 171700;156.260000;156.283000;156.260000;156.275000;0
20260301 171800;156.274000;156.285000;156.274000;156.283000;0
20260301 171900;156.284000;156.307000;156.281000;156.307000;0
20260301 172000;156.307000;156.311000;156.306000;156.307000;0
20260301 172100;156.314000;156.316000;156.314000;156.316000;0
20260301 172200;156.296000;156.325000;156.296000;156.324000;0
20260301 172300;156.326000;156.326000;156.320000;156.321000;0
20260301 172400;156.320000;156.321000;156.306000;156.306000;0
20260301 172500;156.309000;156.312000;156.308000;156.311000;0
20260301 172600;156.313000;156.315000;156.312000;156.315000;0
20260301 172700;156.311000;156.312000;156.310000;156.312000;0
20260301 172800;156.319000;156.320000;156.310000;156.310000;0
20260301 172900;156.294000;156.294000;156.256000;156.256000;0
20260301 173000;156.256000;156.270000;156.250000;156.251000;0
20260301 173100;156.286000;156.296000;156.258000;156.295000;0
20260301 173200;156.291000;156.291000;156.244000;156.244000;0
20260301 173300;156.240000;156.240000;156.237000;156.237000;0
20260301 173400;156.238000;156.239000;156.233000;156.234000;0
20260301 173500;156.233000;156.243000;156.233000;156.243000;0
20260301 173600;156.241000;156.241000;156.191000;156.196000;0
20260301 173700;156.196000;156.196000;156.151000;156.169000;0
20260301 173800;156.171000;156.171000;156.152000;156.159000;0
20260301 173900;156.159000;156.191000;156.156000;156.166000;0
20260301 174000;156.166000;156.174000;156.166000;156.174000;0
20260301 174100;156.171000;156.195000;156.171000;156.195000;0
20260301 174200;156.178000;156.183000;156.170000;156.174000;0
20260301 174300;156.173000;156.175000;156.160000;156.162000;0
20260301 174400;156.162000;156.162000;156.158000;156.158000;0
20260301 174500;156.157000;156.161000;156.137000;156.159000;0
20260301 174600;156.156000;156.157000;156.156000;156.157000;0
20260301 174700;156.157000;156.157000;156.128000;156.128000;0
20260301 174800;156.111000;156.120000;156.111000;156.113000;0
20260301 174900;156.113000;156.122000;156.105000;156.119000;0
20260301 175000;156.118000;156.124000;156.102000;156.116000;0
20260301 175100;156.116000;156.127000;156.116000;156.119000;0
20260301 175200;156.118000;156.120000;156.116000;156.120000;0
20260301 175300;156.121000;156.121000;156.121000;156.121000;0
20260301 175400;156.121000;156.121000;156.121000;156.121000;0
20260301 175500;156.121000;156.124000;156.121000;156.124000;0
20260301 175600;156.123000;156.123000;156.122000;156.122000;0
20260301 175700;156.121000;156.121000;156.120000;156.120000;0
20260301 175800;156.120000;156.120000;156.112000;156.115000;0
20260301 175900;156.117000;156.119000;156.117000;156.118000;0
20260301 180000;156.117000;156.323000;156.117000;156.256000;0
20260301 180100;156.254000;156.286000;156.251000;156.278000;0
20260301 180200;156.280000;156.284000;156.246000;156.246000;0
20260301 180300;156.247000;156.261000;156.232000;156.248000;0
20260301 180400;156.248000;156.282000;156.223000;156.261000;0
20260301 180500;156.257000;156.286000;156.247000;156.264000;0
20260301 180600;156.264000;156.332000;156.262000;156.326000;0
20260301 180700;156.328000;156.368000;156.309000;156.309000;0
20260301 180800;156.312000;156.318000;156.258000;156.270000;0
20260301 180900;156.270000;156.270000;156.221000;156.261000;0
20260301 181000;156.260000;156.292000;156.250000;156.289000;0
20260301 181100;156.290000;156.329000;156.285000;156.329000;0
20260301 181200;156.329000;156.352000;156.318000;156.343000;0
20260301 181300;156.344000;156.357000;156.334000;156.345000;0
20260301 181400;156.344000;156.359000;156.324000;156.325000;0
20260301 181500;156.324000;156.355000;156.324000;156.344000;0
20260301 181600;156.347000;156.354000;156.315000;156.335000;0
20260301 181700;156.333000;156.341000;156.315000;156.330000;0
20260301 181800;156.329000;156.348000;156.318000;156.345000;0
20260301 181900;156.345000;156.357000;156.338000;156.347000;0
